epoch,loss,sce,mse,lambda_ce,lr,grad_norm,val_loss,val_sce,val_mse
0,10.79079,10.79079,0,1,0.00003125,595.9719,10.059676,10.059676,0
1,9.382139,9.382139,0,1,0.0000625,659.6378,8.9843235,8.9843235,0
2,8.814926,8.814926,0,1,0.00009375,1063.8655,8.600254,8.600254,0
3,8.246721,8.246721,0,1,0.000125,1133.2656,8.100875,8.100875,0
4,7.7579784,7.7579784,0,1,0.00015625001,1906.3065,7.5886765,7.5886765,0
5,7.4773355,7.4773355,0,1,0.0001875,2255.9875,7.6558876,7.6558876,0
6,7.298113,7.298113,0,1,0.00021875,2479.0422,7.516462,7.516462,0
7,7.2926183,7.2926183,0,1,0.00025,1934.5232,7.595162,7.595162,0
8,7.19565,7.19565,0,1,0.00028125002,1953.3092,7.2876945,7.2876945,0
9,7.04106,7.04106,0,1,0.00031250002,1733.7582,7.093674,7.093674,0
10,6.759603,6.759603,0,1,0.00034375003,2512.9382,6.733958,6.733958,0
11,6.5562944,6.5562944,0,1,0.000375,1788.6362,6.740907,6.740907,0
12,6.3839593,6.3839593,0,1,0.00040625,1805.1166,6.649179,6.649179,0
13,6.268143,6.268143,0,1,0.0004375,2784.9124,6.4053593,6.4053593,0
14,6.227875,6.227875,0,1,0.00046875002,2552.3538,6.212826,6.212826,0
15,6.0946293,6.0946293,0,1,0.0005,3364.6638,6.307009,6.307009,0
16,5.9184318,5.9184318,0,1,0.0005,3179.3018,6.497556,6.497556,0
17,5.863009,5.863009,0,1,0.0004998427,3960.014,6.2180443,6.2180443,0
18,5.6959953,5.6959953,0,1,0.00049937086,2995.744,5.973147,5.973147,0
19,5.5255647,5.5255647,0,1,0.0004985853,3362.3743,5.7775702,5.7775702,0
20,5.395386,5.395386,0,1,0.00049748697,3340.146,5.7011437,5.7011437,0
21,5.310847,5.310847,0,1,0.00049607747,3724.501,5.6755223,5.6755223,0
22,5.20609,5.20609,0,1,0.0004943588,4259.0366,5.4642997,5.4642997,0
23,5.08414,5.08414,0,1,0.0004923333,4447.7886,5.2900667,5.2900667,0
24,5.0226293,5.0226293,0,1,0.0004900039,5261.629,5.814256,5.814256,0
25,4.898473,4.898473,0,1,0.0004873738,5111.3047,5.414234,5.414234,0
26,4.889753,4.889753,0,1,0.00048444662,5972.3105,5.445665,5.445665,0
27,4.7476425,4.7476425,0,1,0.00048122654,5538.0244,5.4931297,5.4931297,0
28,4.6227064,4.6227064,0,1,0.00047771801,4341.377,5.497623,5.497623,0
29,4.5139985,4.5139985,0,1,0.000473926,6330.254,5.1767735,5.1767735,0
