epoch,loss,sce,mse,lambda_ce,lr,grad_norm
0,8.8758545,8.8758545,0,1,0.00003125,157.50334
1,8.736334,8.736334,0,1,0.0000625,138.11093
2,8.490128,8.490128,0,1,0.00009375,156.242
3,8.109046,8.109046,0,1,0.000125,211.4634
4,7.7677283,7.7677283,0,1,0.00015625001,174.65866
5,7.5352063,7.5352063,0,1,0.0001875,194.85614
6,7.350005,7.350005,0,1,0.00021875,196.96478
7,7.0631065,7.0631065,0,1,0.00025,201.53311
8,6.9896812,6.9896812,0,1,0.00028125002,209.11119
9,6.9194956,6.9194956,0,1,0.00031250002,197.40077
10,6.7737603,6.7737603,0,1,0.00034375003,243.74712
11,6.6537814,6.6537814,0,1,0.000375,226.91331
12,6.4781466,6.4781466,0,1,0.00040625,217.61862
13,6.4103203,6.4103203,0,1,0.0004375,219.18239
14,6.187194,6.187194,0,1,0.00046875002,238.29106
15,6.049123,6.049123,0,1,0.0005,250.09935
16,5.848567,5.848567,0,1,0.0005,255.40771
17,5.77744,5.77744,0,1,0.0004998427,352.11407
18,5.621873,5.621873,0,1,0.00049937086,254.01276
19,5.4400644,5.4400644,0,1,0.0004985853,291.69116
20,5.23354,5.23354,0,1,0.00049748697,257.48398
21,5.130432,5.130432,0,1,0.00049607747,247.39551
22,4.9158854,4.9158854,0,1,0.0004943588,251.23682
23,4.8544483,4.8544483,0,1,0.0004923333,259.56198
24,4.7304964,4.7304964,0,1,0.0004900039,279.15482
25,4.6189513,4.6189513,0,1,0.0004873738,270.71246
26,4.451054,4.451054,0,1,0.00048444662,262.33234
27,4.3198667,4.3198667,0,1,0.00048122654,272.5584
28,4.2080984,4.2080984,0,1,0.00047771801,255.16772
29,4.0604963,4.0604963,0,1,0.000473926,263.837
30,3.9549656,3.9549656,0,1,0.00046985576,269.66992
31,3.8504102,3.8504102,0,1,0.00046551297,263.5082
32,3.7082357,3.7082357,0,1,0.00046090374,268.0879
33,3.6324117,3.6324117,0,1,0.00045603453,287.75876
34,3.6293602,3.6293602,0,1,0.0004509121,271.49228
35,3.5335023,3.5335023,0,1,0.00044554367,262.80753
36,3.4762228,3.4762228,0,1,0.00043993667,289.9575
37,3.4127986,3.4127986,0,1,0.00043409906,280.7243
38,3.3169224,3.3169224,0,1,0.00042803888,269.1346
39,3.266,3.266,0,1,0.0004217647,283.9072
40,3.2111318,3.2111318,0,1,0.00041528523,275.48117
41,3.1467304,3.1467304,0,1,0.00040860954,272.28445
42,3.1487257,3.1487257,0,1,0.00040174703,285.19272
43,3.0744019,3.0744019,0,1,0.00039470723,281.0275
44,3.0253794,3.0253794,0,1,0.0003875,288.24127
45,2.9427176,2.9427176,0,1,0.00038013546,278.20218
46,2.9540257,2.9540257,0,1,0.00037262388,288.7644
47,2.9222913,2.9222913,0,1,0.0003649757,273.31906
48,2.886179,2.886179,0,1,0.00035720173,278.13928
49,2.8331418,2.8331418,0,1,0.00034931282,280.17523
50,2.8393486,2.8393486,0,1,0.00034131992,297.2625
51,2.7735336,2.7735336,0,1,0.0003332343,295.34775
52,2.7527428,2.7527428,0,1,0.00032506723,290.92883
53,2.6990201,2.6990201,0,1,0.00031683012,286.2463
54,2.722243,2.722243,0,1,0.0003085345,293.71997
55,2.6624372,2.6624372,0,1,0.000300192,294.2016
56,2.669156,2.669156,0,1,0.00029181427,304.86325
57,2.630515,2.630515,0,1,0.00028341304,289.031
58,2.6395328,2.6395328,0,1,0.000275,299.4545
59,2.6247141,2.6247141,0,1,0.000266587,283.83102
60,2.5922616,2.5922616,0,1,0.00025818573,299.34018
61,2.5955756,2.5955756,0,1,0.00024980798,288.0334
62,2.4984086,2.4984086,0,1,0.0002414655,306.0685
63,2.5016594,2.5016594,0,1,0.00023316989,291.3515
64,2.5222354,2.5222354,0,1,0.0002249328,283.36276
65,2.4844012,2.4844012,0,1,0.0002167657,298.50824
66,2.5187702,2.5187702,0,1,0.00020868008,292.113
67,2.4635384,2.4635384,0,1,0.00020068718,282.34344
68,2.39561,2.39561,0,1,0.00019279827,305.43344
69,2.3812742,2.3812742,0,1,0.0001850243,290.59793
70,2.4884176,2.4884176,0,1,0.00017737615,293.6113
71,2.4517093,2.4517093,0,1,0.00016986458,285.90756
72,2.4353952,2.4353952,0,1,0.00016249999,295.45905
73,2.3778925,2.3778925,0,1,0.00015529277,279.9792
74,2.3688698,2.3688698,0,1,0.00014825299,283.14154
75,2.2988276,2.2988276,0,1,0.00014139045,297.31433
76,2.3842485,2.3842485,0,1,0.00013471479,279.19843
77,2.3555954,2.3555954,0,1,0.00012823532,278.54492
78,2.3001223,2.3001223,0,1,0.000121961115,275.63907
79,2.354681,2.354681,0,1,0.00011590094,290.91452
80,2.3498197,2.3498197,0,1,0.000110063316,312.83102
81,2.2595859,2.2595859,0,1,0.000052228184,267.22162
82,2.320498,2.320498,0,1,0.00004954396,292.97946
83,2.2918336,2.2918336,0,1,0.000046982757,272.38864
84,2.3310673,2.3310673,0,1,0.00004454812,287.16852
85,2.3112857,2.3112857,0,1,0.000042243522,270.36667
86,2.3629324,2.3629324,0,1,0.000040072133,277.07843
87,2.3248563,2.3248563,0,1,0.00001901851,260.10324
88,2.2714918,2.2714918,0,1,0.000018070503,279.11008
89,2.227107,2.227107,0,1,0.000017193373,260.5333
90,2.3383195,2.3383195,0,1,0.000016388349,258.78772
