epoch,loss,sce,lr,grad_norm
0,21.1629,21.1629,0.000125,1430.4886
1,19.23753,19.23753,0.00025,344.37012
2,17.187326,17.187326,0.000375,437.52808
3,16.355667,16.355667,0.0005,421.16693
4,15.778697,15.778697,0.00062500004,314.9774
5,13.90685,13.90685,0.00075,362.47495
6,13.820194,13.820194,0.000875,472.02075
7,13.330211,13.330211,0.001,384.78882
8,12.836427,12.836427,0.0011250001,434.66675
9,12.037342,12.037342,0.0012500001,243.48645
10,11.558731,11.558731,0.0013750001,240.07533
11,10.6993475,10.6993475,0.0015,225.38747
12,10.017755,10.017755,0.001625,217.12938
13,9.489024,9.489024,0.00175,244.37845
14,8.6425905,8.6425905,0.0018750001,240.39497
15,8.063287,8.063287,0.002,658.70654
16,7.5502706,7.5502706,0.002,562.2473
17,7.0880876,7.0880876,0.0019993708,436.71646
18,6.688434,6.688434,0.0019974834,304.15875
19,6.31212,6.31212,0.0019943411,280.25412
20,5.9176636,5.9176636,0.0019899479,317.18018
21,5.998735,5.998735,0.0019843099,425.08698
22,5.8720975,5.8720975,0.0019774353,587.2905
23,5.487423,5.487423,0.0019693333,1216.0116
24,5.2257395,5.2257395,0.0019600156,2415.8052
25,5.0208187,5.0208187,0.0019494952,1449.1818
26,4.9605536,4.9605536,0.0019377865,419.6829
27,4.7363043,4.7363043,0.0019249062,369.21518
28,4.484044,4.484044,0.0019108721,364.15698
29,4.4065046,4.4065046,0.001895704,395.07867
30,4.2390437,4.2390437,0.001879423,348.43478
31,4.235559,4.235559,0.0018620519,385.50415
32,3.9763966,3.9763966,0.001843615,393.5198
33,3.7965045,3.7965045,0.0018241381,413.22797
34,3.7272587,3.7272587,0.0018036484,489.3144
35,3.7733212,3.7733212,0.0017821747,532.4971
36,3.6286163,3.6286163,0.0017597467,443.0494
37,3.3899505,3.3899505,0.0017363962,867.8389
38,3.334624,3.334624,0.0017121555,470.1271
39,3.1076615,3.1076615,0.0016870588,524.68774
40,3.1530802,3.1530802,0.0016611409,557.5872
41,2.960163,2.960163,0.0016344382,904.36346
42,2.9419842,2.9419842,0.0016069881,670.0983
43,2.839663,2.839663,0.0015788289,599.9821
44,2.7642574,2.7642574,0.00155,1001.5063
45,2.6715684,2.6715684,0.0015205418,919.8972
46,2.682121,2.682121,0.0014904955,783.8089
47,2.7863767,2.7863767,0.0014599029,600.6753
48,2.689834,2.689834,0.0014288069,1320.0712
49,2.6541915,2.6541915,0.0013972513,1145.2338
50,2.4487057,2.4487057,0.0013652797,1729.4359
51,2.260762,2.260762,0.0013329372,1717.1372
52,2.3569956,2.3569956,0.0013002689,3800.483
53,2.3964965,2.3964965,0.0012673205,1600.5999
54,2.2865422,2.2865422,0.001234138,909.1457
55,2.0964205,2.0964205,0.001200768,801.7823
56,2.3644314,2.3644314,0.0011672571,990.94525
57,2.2218618,2.2218618,0.0011336522,974.6579
58,2.1900604,2.1900604,0.0011,1419.2922
59,2.1748724,2.1748724,0.001066348,1716.373
60,2.0990534,2.0990534,0.0010327429,2054.492
61,2.0945072,2.0945072,0.00049961597,1766.1514
62,2.1223843,2.1223843,0.000482931,1829.4685
63,1.9774404,1.9774404,0.00046633978,1513.7339
64,1.9880766,1.9880766,0.0004498656,1951.9973
65,1.8500192,1.8500192,0.0004335314,1155.7783
66,1.9181517,1.9181517,0.00041736016,2459.5525
67,1.9657309,1.9657309,0.00040137436,1934.2703
68,1.9311794,1.9311794,0.00038559653,2710.048
69,2.0660079,2.0660079,0.0003700486,2737.9812
70,2.1736662,2.1736662,0.0003547523,2622.5547
71,2.0647316,2.0647316,0.00016986458,4505.299
72,2.0222778,2.0222778,0.00016249999,4663.195
73,2.0054538,2.0054538,0.00015529277,3247.2966
74,2.0464609,2.0464609,0.00014825299,1970.1959
75,2.0696256,2.0696256,0.00014139045,3311.303
76,1.8150283,1.8150283,0.000067357396,3432.3071
77,1.9902892,1.9902892,0.00006411766,3273.5935
78,2.0015311,2.0015311,0.000060980557,3508.0903
79,1.9938635,1.9938635,0.00005795047,2940.4556
80,1.9276564,1.9276564,0.000055031658,1989.995
81,1.9267946,1.9267946,0.000052228184,1955.5038
82,1.9534245,1.9534245,0.000039635168,3387.072
83,2.0009482,2.0009482,0.000037586207,6926.2437
84,2.1281865,2.1281865,0.000035638495,9708
85,1.9788692,1.9788692,0.00003379482,5828.042
86,2.200931,2.200931,0.000032057706,2347.6355
87,1.8912777,1.8912777,0.000030429615,3177.6084
88,2.013881,2.013881,0.000028912806,5152.7495
89,2.0038462,2.0038462,0.000027509397,3794.107
90,1.6974909,1.6974909,0.000026221358,1764.2639
91,1.8665987,1.8665987,0.000025050495,5044.1743
92,1.9187062,1.9187062,0.000023998446,2779.0137
93,1.8638412,1.8638412,0.000023066677,3091.7507
94,1.8632092,1.8632092,0.00002225649,1599.6792
95,1.7560806,1.7560806,0.000021569018,4523.241
96,1.8484534,1.8484534,0.000021005224,2797.7522
97,1.9001701,1.9001701,0.000020565905,2210.2097
98,1.7310338,1.7310338,0.000020251662,3299.8645
99,1.693469,1.693469,0.000020062937,3621.7273
