epoch,loss,sce,mse,lambda_ce,lr,grad_norm
0,7.8483677,7.8483677,0,1,0.00003125,7.52351
1,7.8158445,7.8158445,0,1,0.0000625,7.3483105
2,7.7733555,7.7733555,0,1,0.00009375,7.223222
3,7.725629,7.725629,0,1,0.000125,7.1562033
4,7.6692653,7.6692653,0,1,0.00015625001,7.168291
5,7.606146,7.606146,0,1,0.0001875,7.325561
6,7.5124464,7.5124464,0,1,0.00021875,7.779042
7,7.392619,7.392619,0,1,0.00025,8.948696
8,7.2018404,7.2018404,0,1,0.00028125002,13.367328
9,6.8954053,6.8954053,0,1,0.00031250002,35.245262
10,6.743377,6.743377,0,1,0.00034375003,49.60236
11,7.1551,7.1551,0,1,0.000375,28.778074
12,6.83185,6.83185,0,1,0.00040625,43.36987
13,6.417356,6.417356,0,1,0.0004375,69.833244
14,6.211236,6.211236,0,1,0.00046875002,70.37802
15,5.9892735,5.9892735,0,1,0.0005,66.482864
16,5.7143946,5.7143946,0,1,0.0005,65.37588
17,5.3939595,5.3939595,0,1,0.0004998427,63.281036
18,5.15719,5.15719,0,1,0.00049937086,67.73591
19,4.9417562,4.9417562,0,1,0.0004985853,77.90194
20,4.6846437,4.6846437,0,1,0.00049748697,62.36798
21,4.4114633,4.4114633,0,1,0.00049607747,73.46721
22,4.1295686,4.1295686,0,1,0.0004943588,72.75411
23,3.7851386,3.7851386,0,1,0.0004923333,76.83294
24,3.4304125,3.4304125,0,1,0.0004900039,73.315956
25,3.114028,3.114028,0,1,0.0004873738,87.08916
26,2.7643447,2.7643447,0,1,0.00048444662,67.72601
27,2.438882,2.438882,0,1,0.00048122654,74.05349
28,2.1479366,2.1479366,0,1,0.00047771801,74.8525
29,1.9410372,1.9410372,0,1,0.000473926,88.84914
30,1.7605015,1.7605015,0,1,0.00046985576,69.76393
31,1.6339145,1.6339145,0,1,0.00046551297,74.41468
32,1.607295,1.607295,0,1,0.00046090374,57.483418
33,1.4606264,1.4606264,0,1,0.00045603453,49.029892
34,1.383033,1.383033,0,1,0.0004509121,80.513115
35,1.2736206,1.2736206,0,1,0.00044554367,48.092564
36,1.1935232,1.1935232,0,1,0.00043993667,46.900173
37,1.1731931,1.1731931,0,1,0.00043409906,88.55623
38,1.1002767,1.1002767,0,1,0.00042803888,55.2783
39,1.0743423,1.0743423,0,1,0.0004217647,80.892075
40,0.99796456,0.99796456,0,1,0.00041528523,60.850365
41,0.91932577,0.91932577,0,1,0.00040860954,50.97402
42,0.8861289,0.8861289,0,1,0.00040174703,93.211105
43,0.8112215,0.8112215,0,1,0.00039470723,61.73283
44,0.7254676,0.7254676,0,1,0.0003875,81.08356
45,0.6485403,0.6485403,0,1,0.00038013546,73.36349
46,0.6350148,0.6350148,0,1,0.00037262388,84.73803
47,0.5793378,0.5793378,0,1,0.0003649757,69.48418
48,0.51351035,0.51351035,0,1,0.00035720173,39.854465
49,0.5378434,0.5378434,0,1,0.00034931282,61.55703
50,0.43904698,0.43904698,0,1,0.00034131992,69.24228
51,0.39048535,0.39048535,0,1,0.0003332343,54.493423
52,0.37523457,0.37523457,0,1,0.00032506723,41.561275
53,0.4330251,0.4330251,0,1,0.00031683012,63.85431
54,0.3507107,0.3507107,0,1,0.0003085345,65.97457
55,0.30652016,0.30652016,0,1,0.000300192,51.06516
56,0.27960002,0.27960002,0,1,0.00029181427,52.058414
57,0.27368578,0.27368578,0,1,0.00028341304,66.375145
58,0.2795912,0.2795912,0,1,0.000275,47.446774
59,0.24704511,0.24704511,0,1,0.000266587,81.765656
60,0.24759513,0.24759513,0,1,0.00025818573,92.68066
61,0.26742217,0.26742217,0,1,0.00024980798,80.138214
62,0.26147336,0.26147336,0,1,0.0002414655,74.89788
63,0.2998879,0.2998879,0,1,0.00023316989,67.93292
64,0.22343607,0.22343607,0,1,0.0002249328,64.473045
65,0.24154532,0.24154532,0,1,0.0002167657,44.55602
66,0.23383106,0.23383106,0,1,0.00020868008,82.49751
67,0.29559815,0.29559815,0,1,0.00020068718,72.44904
68,0.20058686,0.20058686,0,1,0.00019279827,71.75487
69,0.25955123,0.25955123,0,1,0.0001850243,47.311607
70,0.17319925,0.17319925,0,1,0.00017737615,62.222946
71,0.29790834,0.29790834,0,1,0.00016986458,51.258835
72,0.28127503,0.28127503,0,1,0.00016249999,54.81565
73,0.26112705,0.26112705,0,1,0.00015529277,46.295383
74,0.17429107,0.17429107,0,1,0.00014825299,62.42185
75,0.12193313,0.12193313,0,1,0.00014139045,48.757427
76,0.11397315,0.11397315,0,1,0.00013471479,57.44578
77,0.11198231,0.11198231,0,1,0.00012823532,66.13035
78,0.15130863,0.15130863,0,1,0.000121961115,76.715744
79,0.20196548,0.20196548,0,1,0.00011590094,98.23224
80,0.1571166,0.1571166,0,1,0.000110063316,110.87094
81,0.22654742,0.22654742,0,1,0.00010445637,110.806725
82,0.15860365,0.15860365,0,1,0.00009908792,115.45305
83,0.1467609,0.1467609,0,1,0.000046982757,119.97545
84,0.19382878,0.19382878,0,1,0.00004454812,128.1209
85,0.2078702,0.2078702,0,1,0.000042243522,129.3693
86,0.19068208,0.19068208,0,1,0.000040072133,129.82922
87,0.17967135,0.17967135,0,1,0.00003803702,136.91563
88,0.15450114,0.15450114,0,1,0.000018070503,135.51744
89,0.1642973,0.1642973,0,1,0.000017193373,147.07991
90,0.183397,0.183397,0,1,0.000016388349,147.22533
91,0.2430773,0.2430773,0,1,0.000015656558,145.78851
92,0.14421396,0.14421396,0,1,0.000014999028,149.58862
93,0.30346146,0.30346146,0,1,0.0000072083367,157.91624
94,0.17774612,0.17774612,0,1,0.000006955153,150.23135
95,0.18585932,0.18585932,0,1,0.000006740318,157.32742
96,0.21374853,0.21374853,0,1,0.0000065641325,152.21736
97,0.23215324,0.23215324,0,1,0.000006426845,152.39812
98,0.17905405,0.17905405,0,1,0.0000050629155,154.41693
99,0.15080404,0.15080404,0,1,0.000005015734,149.54478
