epoch,loss,sce,mse,lambda_ce,lr,grad_norm,val_loss,val_sce,val_mse
0,10.747768,10.747768,0,1,0.00003125,219.87106,10.896108,10.896108,0
1,10.03207,10.03207,0,1,0.0000625,247.6209,10.182805,10.182805,0
2,9.297321,9.297321,0,1,0.00009375,238.40108,9.748678,9.748678,0
3,8.786978,8.786978,0,1,0.000125,212.28761,9.187606,9.187606,0
4,8.19428,8.19428,0,1,0.00015625001,202.41064,8.203307,8.203307,0
5,7.7271256,7.7271256,0,1,0.0001875,227.49814,7.5251136,7.5251136,0
6,7.1575603,7.1575603,0,1,0.00021875,241.86765,7.2972302,7.2972302,0
7,6.8485003,6.8485003,0,1,0.00025,225.41861,7.698254,7.698254,0
8,6.5378,6.5378,0,1,0.00028125002,218.63309,7.0013733,7.0013733,0
9,6.302884,6.302884,0,1,0.00031250002,262.15634,7.207026,7.207026,0
10,6.107374,6.107374,0,1,0.00034375003,272.85022,6.420063,6.420063,0
11,5.854563,5.854563,0,1,0.000375,333.2063,6.7899876,6.7899876,0
12,5.738593,5.738593,0,1,0.00040625,266.5919,6.2096543,6.2096543,0
13,5.4587398,5.4587398,0,1,0.0004375,228.65639,6.0202427,6.0202427,0
14,5.173958,5.173958,0,1,0.00046875002,240.65912,6.30814,6.30814,0
15,5.0050135,5.0050135,0,1,0.0005,293.71027,6.048647,6.048647,0
16,4.7612114,4.7612114,0,1,0.0005,291.22873,6.679825,6.679825,0
17,4.664052,4.664052,0,1,0.0004998427,282.2542,5.1652904,5.1652904,0
18,4.4185147,4.4185147,0,1,0.00049937086,269.43787,5.7608285,5.7608285,0
19,4.245035,4.245035,0,1,0.0004985853,235.61769,5.485889,5.485889,0
20,4.056587,4.056587,0,1,0.00049748697,274.2526,5.7038713,5.7038713,0
21,3.9674194,3.9674194,0,1,0.00049607747,272.75543,5.6008716,5.6008716,0
22,3.7866368,3.7866368,0,1,0.0004943588,256.21344,6.1539855,6.1539855,0
23,3.6877277,3.6877277,0,1,0.0004923333,253.46332,5.119842,5.119842,0
24,3.5431547,3.5431547,0,1,0.0004900039,242.99272,5.5912147,5.5912147,0
25,3.4537973,3.4537973,0,1,0.0004873738,235.00906,5.6926675,5.6926675,0
26,3.353041,3.353041,0,1,0.00048444662,227.6851,6.1755104,6.1755104,0
27,3.2043552,3.2043552,0,1,0.00048122654,304.38727,5.1770334,5.1770334,0
28,3.154991,3.154991,0,1,0.00047771801,506.6785,4.3818216,4.3818216,0
29,3.0490909,3.0490909,0,1,0.000473926,239.96748,4.9739704,4.9739704,0
30,2.9732966,2.9732966,0,1,0.00046985576,227.10991,4.7048745,4.7048745,0
31,2.9101336,2.9101336,0,1,0.00046551297,249.7445,4.252012,4.252012,0
32,2.8624,2.8624,0,1,0.00046090374,242.97865,4.5037932,4.5037932,0
33,2.7795146,2.7795146,0,1,0.00045603453,224.6326,4.838385,4.838385,0
34,2.7078786,2.7078786,0,1,0.0004509121,231.75116,4.5660043,4.5660043,0
35,2.6656396,2.6656396,0,1,0.00044554367,239.04387,4.5053,4.5053,0
36,2.6044157,2.6044157,0,1,0.00043993667,223.5695,4.662401,4.662401,0
37,2.5439694,2.5439694,0,1,0.00043409906,232.89034,4.5610433,4.5610433,0
38,2.5411167,2.5411167,0,1,0.00042803888,228.52567,4.545217,4.545217,0
39,2.4624083,2.4624083,0,1,0.0004217647,224.05714,5.0118446,5.0118446,0
40,2.423533,2.423533,0,1,0.00041528523,223.80713,4.6091003,4.6091003,0
41,2.3875494,2.3875494,0,1,0.00040860954,221.23216,4.1466064,4.1466064,0
42,2.3891506,2.3891506,0,1,0.00040174703,212.23314,4.82604,4.82604,0
43,2.3754897,2.3754897,0,1,0.00039470723,218.08415,3.7289617,3.7289617,0
44,2.3101735,2.3101735,0,1,0.0003875,214.99113,4.409139,4.409139,0
45,2.3519015,2.3519015,0,1,0.00038013546,219.99304,3.6717832,3.6717832,0
46,2.3010962,2.3010962,0,1,0.00037262388,213.23943,3.7981842,3.7981842,0
47,2.316886,2.316886,0,1,0.0003649757,247.92308,3.9254663,3.9254663,0
48,2.2563984,2.2563984,0,1,0.00035720173,223.04778,3.6187575,3.6187575,0
49,2.292685,2.292685,0,1,0.00034931282,213.67374,4.266388,4.266388,0
50,2.187333,2.187333,0,1,0.00034131992,216.07262,3.6334083,3.6334083,0
51,2.211082,2.211082,0,1,0.0003332343,253.73811,4.495665,4.495665,0
52,2.1534429,2.1534429,0,1,0.00032506723,244.18776,4.1143603,4.1143603,0
53,2.1565273,2.1565273,0,1,0.00031683012,203.73163,3.5443268,3.5443268,0
54,2.1303577,2.1303577,0,1,0.0003085345,217.39546,4.43929,4.43929,0
55,2.1718595,2.1718595,0,1,0.000300192,210.19583,4.3566456,4.3566456,0
56,2.1796145,2.1796145,0,1,0.00029181427,220.959,4.082436,4.082436,0
57,2.0916448,2.0916448,0,1,0.00028341304,209.60802,4.526569,4.526569,0
58,2.0592167,2.0592167,0,1,0.000275,206.74066,3.3189266,3.3189266,0
59,2.0203252,2.0203252,0,1,0.000266587,195.1942,4.070605,4.070605,0
60,2.0310235,2.0310235,0,1,0.00025818573,214.28748,3.625405,3.625405,0
61,2.048626,2.048626,0,1,0.00024980798,228.7463,4.231074,4.231074,0
62,2.0302393,2.0302393,0,1,0.0002414655,238.74588,3.4044616,3.4044616,0
63,2.01642,2.01642,0,1,0.00023316989,215.91254,4.086998,4.086998,0
64,1.9796126,1.9796126,0,1,0.0002249328,222.36435,4.274433,4.274433,0
65,2.0104787,2.0104787,0,1,0.0002167657,206.70096,3.2469625,3.2469625,0
66,2.0154297,2.0154297,0,1,0.00020868008,220.47906,4.607509,4.607509,0
67,1.9822071,1.9822071,0,1,0.00020068718,238.90381,4.345674,4.345674,0
68,1.9793009,1.9793009,0,1,0.00019279827,240.79744,3.957198,3.957198,0
