epoch,loss,sce,lr,grad_norm
0,21.401285,21.401285,0.000125,236.07576
1,19.457073,19.457073,0.00025,270.69745
2,17.657084,17.657084,0.000375,308.42007
3,16.590693,16.590693,0.0005,256.5044
4,15.198089,15.198089,0.00062500004,212.65999
5,13.566269,13.566269,0.00075,184.81178
6,13.321163,13.321163,0.000875,233.86963
7,12.7392025,12.7392025,0.001,208.59128
8,12.333808,12.333808,0.0011250001,215.36261
9,11.881632,11.881632,0.0012500001,220.5768
10,11.322358,11.322358,0.0013750001,225.1094
11,10.596613,10.596613,0.0015,214.7776
12,10.208882,10.208882,0.001625,228.82564
13,9.716057,9.716057,0.00175,220.64844
14,9.026543,9.026543,0.0018750001,240.74782
15,8.329092,8.329092,0.002,236.67822
16,7.962446,7.962446,0.002,232.58188
17,7.357492,7.357492,0.0019993708,199.79585
18,6.9292636,6.9292636,0.0019974834,222.93124
19,6.654242,6.654242,0.0019943411,265.79263
20,6.2666206,6.2666206,0.0019899479,193.59247
21,6.235053,6.235053,0.0019843099,219.94641
22,5.9014826,5.9014826,0.0019774353,195.0372
23,5.631319,5.631319,0.0019693333,226.10762
24,5.5057955,5.5057955,0.0019600156,205.7703
25,5.191044,5.191044,0.0019494952,205.66966
26,4.885861,4.885861,0.0019377865,195.67923
27,4.649975,4.649975,0.0019249062,223.0285
28,4.636695,4.636695,0.0019108721,235.6105
29,4.5198517,4.5198517,0.001895704,210.1831
30,4.2732244,4.2732244,0.001879423,225.1299
31,4.173368,4.173368,0.0018620519,236.66463
32,4.0592785,4.0592785,0.001843615,234.99347
33,3.806397,3.806397,0.0018241381,243.03822
34,3.6006653,3.6006653,0.0018036484,310.9055
35,3.620793,3.620793,0.0017821747,263.99463
36,3.4891703,3.4891703,0.0017597467,264.82764
37,3.4350603,3.4350603,0.0017363962,285.43942
38,3.3528924,3.3528924,0.0017121555,276.15372
39,3.231187,3.231187,0.0016870588,306.96896
40,3.163488,3.163488,0.0016611409,258.35373
41,3.0151439,3.0151439,0.0016344382,453.97784
42,2.909413,2.909413,0.0016069881,297.05466
43,2.9013858,2.9013858,0.0015788289,276.24475
44,2.7202408,2.7202408,0.00155,252.36797
45,2.8076785,2.8076785,0.0015205418,288.75592
46,2.6960576,2.6960576,0.0014904955,347.37985
47,2.6301227,2.6301227,0.0014599029,633.28406
48,2.5127056,2.5127056,0.0014288069,607.8942
49,2.6731265,2.6731265,0.0013972513,866.5071
50,3.061108,3.061108,0.0013652797,1099.552
51,3.5757587,3.5757587,0.0013329372,1189.7751
52,3.2458289,3.2458289,0.0013002689,5628.7773
53,3.5000143,3.5000143,0.0012673205,1589.9902
54,3.4344814,3.4344814,0.000617069,3031.0596
55,3.2932239,3.2932239,0.000600384,2932.0557
56,3.1889453,3.1889453,0.00058362854,4680.472
57,2.9350765,2.9350765,0.0005668261,4841.7837
58,2.9324174,2.9324174,0.00055,982.58765
59,2.8619657,2.8619657,0.000266587,1035.4519
60,2.857139,2.857139,0.00025818573,1373.7769
61,2.8506618,2.8506618,0.00024980798,1175.1781
62,2.8326638,2.8326638,0.0002414655,1041.064
63,2.6832235,2.6832235,0.00023316989,1086.487
64,2.811376,2.811376,0.0001124664,7760.222
65,2.9347668,2.9347668,0.00010838285,683.8207
66,2.742548,2.742548,0.00010434004,2186.194
67,2.6826189,2.6826189,0.00010034359,651.63635
68,2.7394104,2.7394104,0.00009639913,4053.1948
69,2.7305644,2.7305644,0.000074009724,3487.6448
70,2.6581924,2.6581924,0.00007095046,1189.8547
71,2.6376529,2.6376529,0.00006794583,1578.382
72,2.7832668,2.7832668,0.00006499999,3524.3313
73,2.6590493,2.6590493,0.00006211711,14910.921
74,2.508226,2.508226,0.000059301197,1302.8223
75,2.571465,2.571465,0.000056556182,3039.9
76,2.4985404,2.4985404,0.000053885917,950.257
77,2.557512,2.557512,0.00005129413,1438.1711
78,2.4890041,2.4890041,0.000048784448,1146.7526
79,2.5074236,2.5074236,0.000046360376,1081.4406
80,2.5099707,2.5099707,0.000044025328,3999.5005
81,2.4768693,2.4768693,0.000041782547,911.9393
82,2.4990711,2.4990711,0.000039635168,654.88727
83,2.4913564,2.4913564,0.000037586207,1202.9753
84,2.3808453,2.3808453,0.000035638495,1539.2192
85,2.3715267,2.3715267,0.00003379482,4071.507
86,2.4355798,2.4355798,0.000032057706,534.16736
87,2.3976245,2.3976245,0.000030429615,1236.4967
88,2.3112965,2.3112965,0.000028912806,1001.6992
89,2.238515,2.238515,0.000027509397,682.98035
90,2.395466,2.395466,0.000026221358,624.1486
91,2.373874,2.373874,0.000025050495,9532.078
92,2.2961216,2.2961216,0.000023998446,616.88086
93,2.2746863,2.2746863,0.000023066677,590.8402
94,2.235111,2.235111,0.00002225649,718.93933
95,2.2971013,2.2971013,0.000021569018,1597.8999
96,2.347343,2.347343,0.000021005224,4153.672
97,2.2257595,2.2257595,0.000020565905,853.26855
98,2.2369697,2.2369697,0.000020251662,9857.394
99,2.0104825,2.0104825,0.000020062937,1861.2828
