epoch,loss,sce,lr,grad_norm
0,15.425107,15.425107,0.0000625,15.357605
1,14.53764,14.53764,0.000125,21.791153
2,13.232521,13.232521,0.0001875,67.916275
3,13.405041,13.405041,0.00025,50.51094
4,12.410618,12.410618,0.00031250002,65.58745
5,11.82317,11.82317,0.000375,75.26325
6,10.9204445,10.9204445,0.0004375,85.68577
7,10.275468,10.275468,0.0005,101.70252
8,9.195593,9.195593,0.00056250003,92.67859
9,7.9763927,7.9763927,0.00062500004,89.23719
10,6.5709453,6.5709453,0.00068750005,90.71806
11,5.3063464,5.3063464,0.00075,100.50475
12,4.301793,4.301793,0.0008125,97.91625
13,3.5886796,3.5886796,0.000875,109.33722
14,3.2297509,3.2297509,0.00093750004,122.5075
15,2.9363458,2.9363458,0.001,118.07033
16,2.5631106,2.5631106,0.001,113.41702
17,2.4327376,2.4327376,0.0009996854,143.08328
18,2.272164,2.272164,0.0009987417,146.116
19,2.143449,2.143449,0.0009971706,137.16531
20,1.7099392,1.7099392,0.0009949739,131.20842
21,1.4062669,1.4062669,0.0009921549,147.76016
22,1.1452595,1.1452595,0.0009887177,201.82318
23,1.1793356,1.1793356,0.0009846666,165.7415
24,0.7309845,0.7309845,0.0009800078,271.578
25,0.5809057,0.5809057,0.0009747476,164.16057
26,0.6393774,0.6393774,0.00096889323,551.5245
27,0.4201535,0.4201535,0.0009624531,1260.9105
28,0.7194817,0.7194817,0.00095543603,787.8546
29,0.51820165,0.51820165,0.000947852,939.5872
30,0.47760066,0.47760066,0.0009397115,2016.1993
31,0.5443246,0.5443246,0.00093102595,1001.15283
32,0.70080584,0.70080584,0.0009218075,3121.2559
33,0.59627295,0.59627295,0.00045603453,6026.7188
34,0.6544509,0.6544509,0.0004509121,1347.1992
35,0.854744,0.854744,0.00044554367,9097.984
36,0.6024349,0.6024349,0.00043993667,5601.306
37,0.5190821,0.5190821,0.00043409906,17118.625
38,0.48727322,0.48727322,0.00021401944,1564.7463
39,0.48134267,0.48134267,0.00021088235,2671.2454
40,0.38667476,0.38667476,0.00020764262,1838.8945
41,0.44687587,0.44687587,0.00020430477,1847.1154
42,0.3263239,0.3263239,0.00020087352,9686.732
43,0.33718422,0.33718422,0.00019735361,4004.7297
44,0.45116746,0.45116746,0.00019375,6002.0786
45,0.5238353,0.5238353,0.00019006773,1919.3148
46,0.5777,0.5777,0.00018631194,3133.4775
47,0.53556806,0.53556806,0.00018248786,1460.7548
48,0.71980387,0.71980387,0.00008930043,12835.693
49,0.52185446,0.52185446,0.000087328204,3527.4304
50,0.54361856,0.54361856,0.00008532998,5201.8003
51,0.45169786,0.45169786,0.00008330857,33302.61
52,0.49901727,0.49901727,0.00008126681,8501.231
53,0.59035677,0.59035677,0.000063366024,4246.212
54,0.8628533,0.8628533,0.0000617069,15543.619
55,1.2562611,1.2562611,0.000060038405,5515.8726
56,1.089076,1.089076,0.000058362853,21073.762
57,1.1286595,1.1286595,0.00005668261,4001.9553
58,1.1412917,1.1412917,0.000055,5361.8115
59,1.4137851,1.4137851,0.000053317402,6264.3125
60,1.3845943,1.3845943,0.000051637147,9107.553
61,1.651779,1.651779,0.000049961596,7269.155
62,1.7976418,1.7976418,0.000048293103,12241.923
63,2.0553455,2.0553455,0.00004663398,7642.619
64,2.3048255,2.3048255,0.00004498656,10908.764
65,2.6225436,2.6225436,0.00004335314,23189.773
66,2.8257382,2.8257382,0.000041736017,16230.799
67,2.7822008,2.7822008,0.00004013744,17539.72
68,2.907696,2.907696,0.000038559654,23383.357
69,3.2783947,3.2783947,0.000037004862,22265.445
70,2.979144,2.979144,0.00003547523,163600.3
71,2.9431708,2.9431708,0.000033972916,14408.189
72,3.116408,3.116408,0.000032499996,24404.098
73,3.13261,3.13261,0.000031058556,62137.824
74,3.1476169,3.1476169,0.000029650599,30743.967
75,3.0902634,3.0902634,0.000028278091,17804.715
76,2.9805017,2.9805017,0.000026942958,41566.61
77,2.8768456,2.8768456,0.000025647065,20868.574
78,3.0782864,3.0782864,0.000024392224,31870.639
79,2.6824012,2.6824012,0.000023180188,20157.512
80,2.6362689,2.6362689,0.000022012664,33157.516
81,2.7725363,2.7725363,0.000020891273,58454.2
82,2.3749862,2.3749862,0.000019817584,37065.95
83,2.290082,2.290082,0.000018793104,15388.312
84,2.0158901,2.0158901,0.000017819248,14529.461
85,1.8415755,1.8415755,0.00001689741,40854.72
86,1.6558865,1.6558865,0.000016028853,16297.716
87,1.5686764,1.5686764,0.000015214808,20595.71
88,1.7599448,1.7599448,0.000014456403,19910.094
89,1.6340255,1.6340255,0.000013754699,36282.324
90,1.5920068,1.5920068,0.000013110679,18486.234
91,1.3971149,1.3971149,0.000012525247,41478.97
92,1.3778329,1.3778329,0.000011999223,14233.699
93,1.1834389,1.1834389,0.000011533339,24481.838
94,1.0700614,1.0700614,0.000011128245,11114.733
95,1.010981,1.010981,0.000010784509,8982.369
96,1.0533105,1.0533105,0.000010502612,9240.084
97,0.853426,0.853426,0.000010282953,15831.65
98,0.7681762,0.7681762,0.000010125831,7722.4614
99,0.838392,0.838392,0.000010031468,16036.594
