epoch,loss,sce,lr,grad_norm
0,10.516911,10.516911,0.00003125,285.57758
1,10.317607,10.317607,0.0000625,255.59706
2,9.92148,9.92148,0.00009375,259.50653
3,9.4353,9.4353,0.000125,248.13705
4,8.879193,8.879193,0.00015625001,232.71884
5,8.399845,8.399845,0.0001875,264.9108
6,7.782032,7.782032,0.00021875,271.9734
7,7.12287,7.12287,0.00025,284.41684
8,6.963436,6.963436,0.00028125002,254.2662
9,6.777768,6.777768,0.00031250002,247.80951
10,6.489562,6.489562,0.00034375003,269.12552
11,6.2917447,6.2917447,0.000375,233.77034
12,6.12412,6.12412,0.00040625,247.95554
13,6.0115376,6.0115376,0.0004375,303.066
14,5.8387933,5.8387933,0.00046875002,294.36423
15,5.77447,5.77447,0.0005,287.5542
16,5.6122446,5.6122446,0.0005,274.55063
17,5.4963565,5.4963565,0.0004998427,268.92963
18,5.3457227,5.3457227,0.00049937086,346.4262
19,5.314544,5.314544,0.0004985853,342.68158
20,5.199996,5.199996,0.00049748697,356.10446
21,5.129722,5.129722,0.00049607747,373.1275
22,5.118871,5.118871,0.0004943588,471.24277
23,5.045178,5.045178,0.0004923333,501.6047
24,5.069522,5.069522,0.0004900039,779.2559
25,5.1690054,5.1690054,0.0004873738,1174.5049
26,5.556056,5.556056,0.00048444662,1919.7896
27,6.2228584,6.2228584,0.00048122654,10503.452
28,6.5393167,6.5393167,0.00047771801,2937.119
29,6.4890194,6.4890194,0.000236963,951.04877
30,6.373965,6.373965,0.00023492788,18209.096
31,6.2986956,6.2986956,0.00023275649,2550.5122
32,6.301814,6.301814,0.00023045187,2396.5662
33,6.2893806,6.2893806,0.00022801726,7658.2397
34,6.145414,6.145414,0.00011272803,2299.8086
35,6.005583,6.005583,0.00011138592,3895.8477
36,5.870892,5.870892,0.00010998417,5609.5938
37,5.7375784,5.7375784,0.000108524764,2792.3508
38,5.732369,5.732369,0.00010700972,2987.709
39,5.664582,5.664582,0.00005272059,2768.354
40,5.602484,5.602484,0.000051910654,2963.5654
41,5.5717936,5.5717936,0.000051076193,992.9981
42,5.520102,5.520102,0.00005021838,1517.8947
43,5.4276543,5.4276543,0.000049338403,2286.5657
44,5.3741503,5.3741503,0.00003875,843.4049
45,5.338415,5.338415,0.000038013546,4279.73
46,5.286563,5.286563,0.000037262387,1418.4606
47,5.234323,5.234323,0.00003649757,2554.7048
48,5.175309,5.175309,0.000035720175,1807.059
49,5.1618686,5.1618686,0.000034931283,1292.567
50,5.120955,5.120955,0.000034131994,2326.668
51,5.067239,5.067239,0.00003332343,1194.1831
52,5.0098534,5.0098534,0.000032506723,1990.3501
53,4.9485955,4.9485955,0.000031683012,821.56824
54,4.947638,4.947638,0.00003085345,1511.0907
55,4.8947644,4.8947644,0.000030019202,1890.0267
56,4.8433995,4.8433995,0.000029181427,1517.3529
57,4.8155518,4.8155518,0.000028341305,4534.309
58,4.7536836,4.7536836,0.0000275,830.1263
59,4.6993647,4.6993647,0.000026658701,1570.1436
60,4.6633487,4.6633487,0.000025818574,1215.6207
61,4.631072,4.631072,0.000024980798,1084.5253
62,4.579841,4.579841,0.000024146551,1740.727
63,4.5649524,4.5649524,0.00002331699,3351.8389
64,4.512465,4.512465,0.00002249328,6722.1045
65,4.4981146,4.4981146,0.00002167657,1377.1512
66,4.4377284,4.4377284,0.000020868009,1607.0693
67,4.418086,4.418086,0.00002006872,2260.1602
68,4.3698483,4.3698483,0.000019279827,1803.5514
69,4.3435197,4.3435197,0.000018502431,2822.6892
70,4.2727227,4.2727227,0.000017737615,2073.2173
71,4.255419,4.255419,0.000016986458,847.5006
72,4.2561507,4.2561507,0.000016249998,2595.205
73,4.1975436,4.1975436,0.000015529278,1708.2565
74,4.169039,4.169039,0.000014825299,1154.5608
75,4.135411,4.135411,0.000014139046,1918.8776
76,4.095285,4.095285,0.000013471479,1395.642
77,4.0714803,4.0714803,0.000012823532,2323.1768
78,4.0223727,4.0223727,0.000012196112,1352.9663
79,4.003936,4.003936,0.000011590094,2145.0483
80,3.9453144,3.9453144,0.000011006332,2929.324
81,3.9254222,3.9254222,0.000010445637,2053.4617
82,3.8966103,3.8966103,0.000009908792,1493.8324
83,3.8792639,3.8792639,0.000009396552,1068.8181
84,3.807338,3.807338,0.000008909624,3184.6672
85,3.8127375,3.8127375,0.000008448705,1372.212
86,3.781914,3.781914,0.000008014426,1175.4398
87,3.7446117,3.7446117,0.000007607404,6405.3755
88,3.7036393,3.7036393,0.0000072282014,1452.0397
89,3.682092,3.682092,0.0000068773493,1202.403
90,3.6317565,3.6317565,0.0000065553395,3206.3352
91,3.624626,3.624626,0.0000062626236,2700.6519
92,3.5894248,3.5894248,0.0000059996114,2382.1377
93,3.551519,3.551519,0.0000057666693,3940.8003
94,3.5289593,3.5289593,0.0000055641226,1252.1505
95,3.5001042,3.5001042,0.0000053922545,1472.3657
96,3.4583993,3.4583993,0.000005251306,1252.3627
97,3.4323916,3.4323916,0.0000051414763,1109.4666
98,3.3865426,3.3865426,0.0000050629155,1316.154
99,3.3790293,3.3790293,0.000005015734,1716.6157
