epoch,loss,sce,mse,lambda_ce,lr,grad_norm,val_loss,val_sce,val_mse
0,10.589421,10.589421,0,1,0.00003125,264.4854,10.086413,10.086413,0
1,9.801144,9.801144,0,1,0.0000625,312.54935,9.307637,9.307637,0
2,9.208371,9.208371,0,1,0.00009375,343.56668,9.051166,9.051166,0
3,8.603121,8.603121,0,1,0.000125,267.25558,8.214709,8.214709,0
4,8.115194,8.115194,0,1,0.00015625001,241.4154,7.9782205,7.9782205,0
5,7.690268,7.690268,0,1,0.0001875,267.2971,7.615292,7.615292,0
6,7.2429514,7.2429514,0,1,0.00021875,298.1106,7.3796487,7.3796487,0
7,7.0469155,7.0469155,0,1,0.00025,294.91272,7.1792846,7.1792846,0
8,6.8337708,6.8337708,0,1,0.00028125002,325.83447,7.0752044,7.0752044,0
9,6.7226005,6.7226005,0,1,0.00031250002,326.87457,6.997664,6.997664,0
10,6.3906174,6.3906174,0,1,0.00034375003,294.9687,6.591911,6.591911,0
11,6.1890335,6.1890335,0,1,0.000375,277.12814,6.320221,6.320221,0
12,5.9337206,5.9337206,0,1,0.00040625,280.1851,6.348152,6.348152,0
13,5.712253,5.712253,0,1,0.0004375,279.80176,6.265915,6.265915,0
14,5.5419197,5.5419197,0,1,0.00046875002,302.64066,6.5762043,6.5762043,0
15,5.3980074,5.3980074,0,1,0.0005,331.2745,6.1688905,6.1688905,0
16,5.1944895,5.1944895,0,1,0.0005,321.21768,6.5556126,6.5556126,0
17,5.0839815,5.0839815,0,1,0.0004998427,344.87607,6.084849,6.084849,0
18,4.7872667,4.7872667,0,1,0.00049937086,258.60257,5.919491,5.919491,0
19,4.6170125,4.6170125,0,1,0.0004985853,317.52423,5.841436,5.841436,0
20,4.5187526,4.5187526,0,1,0.00049748697,365.64432,6.1820216,6.1820216,0
21,4.4223676,4.4223676,0,1,0.00049607747,338.85016,5.916495,5.916495,0
22,4.2482295,4.2482295,0,1,0.0004943588,338.3133,6.154465,6.154465,0
23,4.1534367,4.1534367,0,1,0.0004923333,307.1456,5.4433293,5.4433293,0
24,3.9897075,3.9897075,0,1,0.0004900039,329.5971,5.470453,5.470453,0
25,3.8089726,3.8089726,0,1,0.0004873738,271.82895,5.286385,5.286385,0
26,3.6344268,3.6344268,0,1,0.00048444662,243.58769,5.129871,5.129871,0
27,3.5371423,3.5371423,0,1,0.00048122654,258.191,5.0209203,5.0209203,0
28,3.4220295,3.4220295,0,1,0.00047771801,255.16365,5.0251713,5.0251713,0
29,3.3008995,3.3008995,0,1,0.000473926,235.31946,4.4046216,4.4046216,0
30,3.224153,3.224153,0,1,0.00046985576,259.77594,4.8301787,4.8301787,0
31,3.1450682,3.1450682,0,1,0.00046551297,247.73193,5.361714,5.361714,0
32,3.0963173,3.0963173,0,1,0.00046090374,254.12201,5.6664047,5.6664047,0
33,3.0298836,3.0298836,0,1,0.00045603453,258.53818,4.710173,4.710173,0
34,2.9603512,2.9603512,0,1,0.0004509121,257.89108,5.3662224,5.3662224,0
35,2.8981028,2.8981028,0,1,0.00044554367,264.39218,4.781586,4.781586,0
36,2.91048,2.91048,0,1,0.00043993667,266.79092,4.124684,4.124684,0
37,2.91691,2.91691,0,1,0.00043409906,283.7219,4.481993,4.481993,0
38,2.8389354,2.8389354,0,1,0.00042803888,261.56094,5.0731673,5.0731673,0
39,2.8162787,2.8162787,0,1,0.0004217647,269.03284,4.2573433,4.2573433,0
40,2.743813,2.743813,0,1,0.00041528523,258.3694,5.4916263,5.4916263,0
41,2.7249613,2.7249613,0,1,0.00040860954,262.9279,4.638005,4.638005,0
42,2.7009208,2.7009208,0,1,0.00040174703,247.02698,4.54232,4.54232,0
43,2.6371872,2.6371872,0,1,0.00039470723,282.6501,5.2380805,5.2380805,0
44,2.6009412,2.6009412,0,1,0.0003875,248.61784,4.688265,4.688265,0
45,2.549059,2.549059,0,1,0.00038013546,243.92097,3.7081325,3.7081325,0
46,2.5468373,2.5468373,0,1,0.00037262388,263.1993,4.592092,4.592092,0
47,2.4780285,2.4780285,0,1,0.0003649757,247.98944,4.659859,4.659859,0
48,2.4647455,2.4647455,0,1,0.00035720173,251.90291,4.421699,4.421699,0
49,2.4656804,2.4656804,0,1,0.00034931282,231.30042,4.339979,4.339979,0
50,2.4273336,2.4273336,0,1,0.00034131992,251.68367,4.8230987,4.8230987,0
51,2.373959,2.373959,0,1,0.0003332343,232.1741,4.2033877,4.2033877,0
52,2.388661,2.388661,0,1,0.00032506723,244.78394,3.7929773,3.7929773,0
53,2.364209,2.364209,0,1,0.00031683012,226.65306,4.647193,4.647193,0
54,2.4046412,2.4046412,0,1,0.0003085345,242.55174,4.040832,4.040832,0
55,2.3103664,2.3103664,0,1,0.000300192,249.90373,4.050842,4.050842,0
56,2.3405063,2.3405063,0,1,0.00029181427,239.92477,3.8948362,3.8948362,0
57,2.3743436,2.3743436,0,1,0.00028341304,240.21417,4.5694366,4.5694366,0
58,2.3313344,2.3313344,0,1,0.000275,237.84465,4.1616287,4.1616287,0
59,2.341932,2.341932,0,1,0.000266587,229.59383,4.1188283,4.1188283,0
60,2.3052447,2.3052447,0,1,0.00025818573,210.98439,3.8640215,3.8640215,0
61,2.2812533,2.2812533,0,1,0.00024980798,228.26407,4.7933826,4.7933826,0
62,2.3202503,2.3202503,0,1,0.0002414655,234.12164,4.423598,4.423598,0
63,2.2438314,2.2438314,0,1,0.00023316989,242.26878,4.5862856,4.5862856,0
64,2.2635338,2.2635338,0,1,0.0002249328,244.27371,3.6888492,3.6888492,0
65,2.308707,2.308707,0,1,0.0002167657,220.81204,3.625184,3.625184,0
66,2.2723267,2.2723267,0,1,0.00020868008,247.47227,3.72144,3.72144,0
67,2.2715247,2.2715247,0,1,0.00020068718,224.06248,4.8865104,4.8865104,0
68,2.2641127,2.2641127,0,1,0.00019279827,238.96275,4.5453906,4.5453906,0
69,2.260761,2.260761,0,1,0.00009251215,250.91585,3.4926167,3.4926167,0
70,2.1766727,2.1766727,0,1,0.00008868807,228.1896,4.155562,4.155562,0
71,2.1556585,2.1556585,0,1,0.00008493229,210.05048,3.9195812,3.9195812,0
72,2.2035382,2.2035382,0,1,0.00008124999,247.20287,3.78028,3.78028,0
73,2.185917,2.185917,0,1,0.000077646386,228.86357,3.8068104,3.8068104,0
74,2.249596,2.249596,0,1,0.000074126496,245.89737,4.7677584,4.7677584,0
75,2.1577103,2.1577103,0,1,0.00007069523,244.13806,3.5300863,3.5300863,0
76,2.1970341,2.1970341,0,1,0.000067357396,232.46347,4.0899377,4.0899377,0
77,2.2154593,2.2154593,0,1,0.00003205883,236.04613,4.7036614,4.7036614,0
78,2.2136018,2.2136018,0,1,0.000030490279,242.06151,3.915247,3.915247,0
79,2.1509876,2.1509876,0,1,0.000028975235,243.77171,4.1560316,4.1560316,0
80,2.1387084,2.1387084,0,1,0.000027515829,247.06729,3.6845963,3.6845963,0
81,2.1592715,2.1592715,0,1,0.000026114092,242.95079,3.938915,3.938915,0
82,2.2159867,2.2159867,0,1,0.00002477198,232.42807,4.321881,4.321881,0
83,2.1854823,2.1854823,0,1,0.000023491379,209.33159,4.200418,4.200418,0
84,2.2236512,2.2236512,0,1,0.00002227406,233.66351,4.3174872,4.3174872,0
85,2.2204068,2.2204068,0,1,0.000021121761,232.85869,4.551286,4.551286,0
86,2.230257,2.230257,0,1,0.000010018033,221.02121,4.789744,4.789744,0
87,2.1882725,2.1882725,0,1,0.000009509255,213.26495,3.8586245,3.8586245,0
88,2.2350774,2.2350774,0,1,0.000009035251,221.34987,5.043032,5.043032,0
89,2.235538,2.235538,0,1,0.000008596687,217.48112,4.7655935,4.7655935,0
90,2.1987448,2.1987448,0,1,0.000008194174,206.36275,3.7824576,3.7824576,0
91,2.2360866,2.2360866,0,1,0.0000062626236,241.7046,4.308456,4.308456,0
92,2.20343,2.20343,0,1,0.0000059996114,231.92972,4.5372257,4.5372257,0
93,2.2339797,2.2339797,0,1,0.0000057666693,204.1605,4.7745175,4.7745175,0
94,2.2528539,2.2528539,0,1,0.0000055641226,243.33252,4.0724306,4.0724306,0
95,2.1919827,2.1919827,0,1,0.0000053922545,253.61244,4.9987006,4.9987006,0
96,2.191548,2.191548,0,1,0.000005251306,226.89253,3.9882495,3.9882495,0
97,2.2876084,2.2876084,0,1,0.0000051414763,215.2748,4.2499084,4.2499084,0
98,2.2378612,2.2378612,0,1,0.0000050629155,198.59705,4.193469,4.193469,0
99,2.224656,2.224656,0,1,0.000005015734,194.24141,4.9615717,4.9615717,0
