epoch,loss,sce,lr,grad_norm
0,15.451857,15.451857,0.0000625,15.102873
1,15.222103,15.222103,0.000125,15.859786
2,14.718223,14.718223,0.0001875,34.052944
3,14.302365,14.302365,0.00025,61.923725
4,13.944217,13.944217,0.00031250002,50.909786
5,13.040924,13.040924,0.000375,64.01048
6,12.134869,12.134869,0.0004375,87.96468
7,11.552576,11.552576,0.0005,95.84694
8,10.979239,10.979239,0.00056250003,91.41677
9,10.394744,10.394744,0.00062500004,86.22692
10,9.793375,9.793375,0.00068750005,119.8045
11,9.169102,9.169102,0.00075,144.65778
12,8.495808,8.495808,0.0008125,99.91858
13,7.500575,7.500575,0.000875,125.565
14,6.4210234,6.4210234,0.00093750004,114.974434
15,5.4700365,5.4700365,0.001,127.96568
16,4.931896,4.931896,0.001,171.98042
17,4.4231186,4.4231186,0.0009996854,244.82045
18,3.6328564,3.6328564,0.0009987417,171.98817
19,3.3246331,3.3246331,0.0009971706,142.36818
20,2.9849885,2.9849885,0.0009949739,235.35748
21,2.690322,2.690322,0.0009921549,153.00713
22,2.4382193,2.4382193,0.0009887177,166.51848
23,2.3649151,2.3649151,0.0009846666,208.7092
24,2.1028244,2.1028244,0.0009800078,186.8569
25,2.0496473,2.0496473,0.0009747476,196.20059
26,2.1130166,2.1130166,0.00096889323,196.64433
27,1.5006917,1.5006917,0.0009624531,248.33908
28,1.5089552,1.5089552,0.00095543603,365.42746
29,1.2245549,1.2245549,0.000947852,206.70769
30,1.0867507,1.0867507,0.0009397115,274.02597
31,0.83908963,0.83908963,0.00093102595,211.06335
32,0.8981053,0.8981053,0.0009218075,313.99014
33,0.6146026,0.6146026,0.00091206905,322.786
34,0.7252705,0.7252705,0.0009018242,513.85785
35,1.0046765,1.0046765,0.00089108734,448.71594
36,1.6800189,1.6800189,0.00087987335,919.24976
37,0.6317921,0.6317921,0.0008681981,238.4699
38,1.0323045,1.0323045,0.00085607776,761.81274
39,0.5155137,0.5155137,0.0004217647,501.86255
40,0.28171197,0.28171197,0.00041528523,320.58524
41,0.27390185,0.27390185,0.00040860954,809.8127
42,0.36835125,0.36835125,0.00040174703,1148.2605
43,1.3033084,1.3033084,0.00039470723,3305.4614
44,1.929208,1.929208,0.0003875,2851.3818
45,1.7548208,1.7548208,0.00038013546,4171.99
46,2.2110326,2.2110326,0.00037262388,3410.356
47,1.7979114,1.7979114,0.00018248786,7261.0376
48,2.8650842,2.8650842,0.00017860087,5442.431
49,2.1917012,2.1917012,0.00017465641,5742.827
50,2.3649404,2.3649404,0.00017065996,6356.962
51,2.6191926,2.6191926,0.00016661714,7953.798
52,2.2450125,2.2450125,0.00008126681,4516.7915
53,2.3046484,2.3046484,0.00007920753,4866.602
54,2.3163865,2.3163865,0.00007713363,8529.001
55,2.2253647,2.2253647,0.000075048,11543.811
56,2.3341134,2.3341134,0.00007295357,6899.1895
57,2.7300947,2.7300947,0.00005668261,5712.7876
58,2.77304,2.77304,0.000055,7728.956
59,2.5826042,2.5826042,0.000053317402,11542.565
60,2.6225247,2.6225247,0.000051637147,9034.207
61,2.8688998,2.8688998,0.000049961596,10352.679
62,2.6997852,2.6997852,0.000048293103,7201.4595
63,3.0472045,3.0472045,0.00004663398,15647.963
64,3.4353652,3.4353652,0.00004498656,9695.76
65,3.272847,3.272847,0.00004335314,10233.178
66,3.794042,3.794042,0.000041736017,7357.9634
67,4.3145146,4.3145146,0.00004013744,14994.287
68,4.728834,4.728834,0.000038559654,17689.459
69,5.0595016,5.0595016,0.000037004862,12507.077
70,5.79803,5.79803,0.00003547523,12148.995
71,5.876153,5.876153,0.000033972916,19084.156
72,6.518587,6.518587,0.000032499996,32291.215
73,6.7598295,6.7598295,0.000031058556,14766.499
74,7.260263,7.260263,0.000029650599,29690.066
75,7.741692,7.741692,0.000028278091,14683.194
76,7.7759466,7.7759466,0.000026942958,26182.738
77,7.8575053,7.8575053,0.000025647065,17317.395
78,8.132799,8.132799,0.000024392224,44771.918
79,8.133614,8.133614,0.000023180188,14661.219
80,7.8199587,7.8199587,0.000022012664,14544.177
81,8.204918,8.204918,0.000020891273,16242.459
82,8.186818,8.186818,0.000019817584,25527
83,8.265988,8.265988,0.000018793104,25154.129
84,8.237115,8.237115,0.000017819248,9801.831
85,8.395351,8.395351,0.00001689741,31921.654
86,7.9896855,7.9896855,0.000016028853,37818.715
87,8.131637,8.131637,0.000015214808,15193.858
88,7.9198017,7.9198017,0.000014456403,16356.301
89,8.153867,8.153867,0.000013754699,18395.674
90,8.363049,8.363049,0.000013110679,35149.258
91,8.234555,8.234555,0.000012525247,17247.547
92,8.3325405,8.3325405,0.000011999223,25381.03
93,8.069609,8.069609,0.000011533339,46120.742
94,8.339465,8.339465,0.000011128245,27308.81
95,8.318566,8.318566,0.000010784509,17873.328
96,8.453415,8.453415,0.000010502612,16230.01
97,8.335499,8.335499,0.000010282953,19907.467
98,8.263581,8.263581,0.000010125831,19449.428
99,8.150979,8.150979,0.000010031468,14607.768
