epoch,loss,sce,mse,lambda_ce,lr,grad_norm
0,11.003187,11.003187,0,1,0.00003125,142.84038
1,10.503783,10.503783,0,1,0.0000625,150.30988
2,10.117154,10.117154,0,1,0.00009375,178.93219
3,9.619153,9.619153,0,1,0.000125,144.24129
4,9.17393,9.17393,0,1,0.00015625001,204.35228
5,8.646393,8.646393,0,1,0.0001875,183.64235
6,8.40198,8.40198,0,1,0.00021875,188.19276
7,7.7698097,7.7698097,0,1,0.00025,167.86887
8,7.271829,7.271829,0,1,0.00028125002,184.44832
9,6.960971,6.960971,0,1,0.00031250002,210.18448
10,6.7050104,6.7050104,0,1,0.00034375003,197.97072
11,6.5456767,6.5456767,0,1,0.000375,211.10727
12,6.4676423,6.4676423,0,1,0.00040625,211.59369
13,6.3484507,6.3484507,0,1,0.0004375,216.44124
14,6.32858,6.32858,0,1,0.00046875002,205.73859
15,6.1912155,6.1912155,0,1,0.0005,223.32062
16,6.1135864,6.1135864,0,1,0.0005,263.00992
17,5.9232955,5.9232955,0,1,0.0004998427,228.51367
18,5.778587,5.778587,0,1,0.00049937086,206.02623
19,5.7224503,5.7224503,0,1,0.0004985853,238.79642
20,5.568694,5.568694,0,1,0.00049748697,210.91425
21,5.44167,5.44167,0,1,0.00049607747,210.59769
22,5.350806,5.350806,0,1,0.0004943588,201.62619
23,5.3213058,5.3213058,0,1,0.0004923333,280.33777
24,5.11177,5.11177,0,1,0.0004900039,227.87244
25,5.105306,5.105306,0,1,0.0004873738,211.82951
26,4.989614,4.989614,0,1,0.00048444662,249.498
27,4.846984,4.846984,0,1,0.00048122654,333.7044
28,4.90421,4.90421,0,1,0.00047771801,240.98761
29,4.8157635,4.8157635,0,1,0.000473926,247.07782
30,4.684411,4.684411,0,1,0.00046985576,217.76538
31,4.6110168,4.6110168,0,1,0.00046551297,249.70482
32,4.5015373,4.5015373,0,1,0.00046090374,214.40022
33,4.4444866,4.4444866,0,1,0.00045603453,223.16699
34,4.41514,4.41514,0,1,0.0004509121,246.01207
35,4.3057404,4.3057404,0,1,0.00044554367,236.82425
36,4.356206,4.356206,0,1,0.00043993667,237.4831
37,4.246559,4.246559,0,1,0.00043409906,239.98167
38,4.156907,4.156907,0,1,0.00042803888,213.75203
39,4.1968946,4.1968946,0,1,0.0004217647,205.67513
40,4.118356,4.118356,0,1,0.00041528523,207.21489
41,4.1369486,4.1369486,0,1,0.00040860954,255.38832
42,4.10253,4.10253,0,1,0.00040174703,214.8266
43,4.003928,4.003928,0,1,0.00039470723,238.53969
44,3.921364,3.921364,0,1,0.0003875,237.66435
45,3.9328072,3.9328072,0,1,0.00038013546,242.70155
46,3.9587066,3.9587066,0,1,0.00037262388,249.41623
47,3.8988056,3.8988056,0,1,0.0003649757,238.58954
48,3.889743,3.889743,0,1,0.00035720173,252.5426
49,3.8531437,3.8531437,0,1,0.00034931282,298.95483
50,3.8207276,3.8207276,0,1,0.00034131992,237.51198
51,3.768448,3.768448,0,1,0.0003332343,241.15228
52,3.6892729,3.6892729,0,1,0.00032506723,246.98308
53,3.6858573,3.6858573,0,1,0.00031683012,253.56967
54,3.633749,3.633749,0,1,0.0003085345,227.89955
55,3.6256578,3.6256578,0,1,0.000300192,294.3617
56,3.6054716,3.6054716,0,1,0.00029181427,272.9464
57,3.578415,3.578415,0,1,0.00028341304,248.81581
58,3.574267,3.574267,0,1,0.000275,223.98857
59,3.5021946,3.5021946,0,1,0.000266587,241.09859
60,3.5182312,3.5182312,0,1,0.00025818573,353.43726
61,3.5661557,3.5661557,0,1,0.00024980798,267.82333
62,3.4845898,3.4845898,0,1,0.0002414655,248.04442
63,3.4913578,3.4913578,0,1,0.00023316989,335.8026
64,3.5581405,3.5581405,0,1,0.0002249328,269.06113
65,3.5266275,3.5266275,0,1,0.0002167657,274.4131
66,3.3787205,3.3787205,0,1,0.00020868008,273.35028
67,3.4226604,3.4226604,0,1,0.00020068718,304.59653
68,3.3617668,3.3617668,0,1,0.00019279827,323.04257
69,3.4322152,3.4322152,0,1,0.0001850243,346.057
70,3.3600855,3.3600855,0,1,0.00017737615,988.0295
71,3.394653,3.394653,0,1,0.00016986458,368.99985
72,3.4011033,3.4011033,0,1,0.00016249999,318.94595
73,3.3098614,3.3098614,0,1,0.00015529277,505.65045
74,3.4204376,3.4204376,0,1,0.00014825299,328.55966
75,3.4774776,3.4774776,0,1,0.00014139045,747.58057
76,3.3648977,3.3648977,0,1,0.00013471479,271.3362
77,3.3626873,3.3626873,0,1,0.00012823532,310.59116
