epoch,loss,sce,mse,lambda_ce,lr,grad_norm,val_loss,val_sce,val_mse
0,11.731668,11.731668,0,1,0.00003125,217.54057,11.053703,11.053703,0
1,10.595577,10.595577,0,1,0.0000625,251.26364,10.018093,10.018093,0
2,9.428512,9.428512,0,1,0.00009375,337.44904,9.136027,9.136027,0
3,8.9540615,8.9540615,0,1,0.000125,249.61003,8.776867,8.776867,0
4,8.421211,8.421211,0,1,0.00015625001,277.36005,8.112302,8.112302,0
5,7.7668085,7.7668085,0,1,0.0001875,295.61057,7.727066,7.727066,0
6,7.264664,7.264664,0,1,0.00021875,258.64243,7.6041675,7.6041675,0
7,7.0786586,7.0786586,0,1,0.00025,213.47563,7.3473096,7.3473096,0
8,6.870917,6.870917,0,1,0.00028125002,232.88358,7.1272674,7.1272674,0
9,6.454602,6.454602,0,1,0.00031250002,273.2107,7.3591003,7.3591003,0
10,6.2912436,6.2912436,0,1,0.00034375003,303.89264,6.5986037,6.5986037,0
11,5.998488,5.998488,0,1,0.000375,277.42697,6.3947015,6.3947015,0
12,5.7076526,5.7076526,0,1,0.00040625,299.46527,7.0506587,7.0506587,0
13,5.749203,5.749203,0,1,0.0004375,388.00922,6.15608,6.15608,0
14,5.2240653,5.2240653,0,1,0.00046875002,244.1992,6.4902425,6.4902425,0
15,4.997661,4.997661,0,1,0.0005,289.60593,5.97998,5.97998,0
16,4.775896,4.775896,0,1,0.0005,286.59946,5.434466,5.434466,0
17,4.5444136,4.5444136,0,1,0.0004998427,289.54486,5.5222096,5.5222096,0
18,4.3820405,4.3820405,0,1,0.00049937086,305.0042,5.564215,5.564215,0
19,4.256568,4.256568,0,1,0.0004985853,318.1189,5.70725,5.70725,0
20,4.0172267,4.0172267,0,1,0.00049748697,259.33014,5.0469475,5.0469475,0
21,3.8663163,3.8663163,0,1,0.00049607747,295.95093,5.745211,5.745211,0
22,3.6990747,3.6990747,0,1,0.0004943588,261.63385,5.1950784,5.1950784,0
23,3.5536184,3.5536184,0,1,0.0004923333,291.40564,4.491185,4.491185,0
