epoch,loss,sce,mse,lambda_ce,lr,grad_norm,val_loss,val_sce,val_mse
0,11.921137,11.921137,0,1,0.00003125,181.38889,11.070163,11.070163,0
1,10.8671,10.8671,0,1,0.0000625,207.26869,9.96699,9.96699,0
2,9.730987,9.730987,0,1,0.00009375,277.36035,9.452249,9.452249,0
3,9.018035,9.018035,0,1,0.000125,252.31587,9.079892,9.079892,0
4,8.509197,8.509197,0,1,0.00015625001,247.04422,8.453209,8.453209,0
5,8.072228,8.072228,0,1,0.0001875,244.70863,8.149462,8.149462,0
6,7.657213,7.657213,0,1,0.00021875,239.63246,7.637448,7.637448,0
7,7.226454,7.226454,0,1,0.00025,246.1525,7.5095067,7.5095067,0
8,6.9567213,6.9567213,0,1,0.00028125002,219.50441,7.4676347,7.4676347,0
9,6.7027755,6.7027755,0,1,0.00031250002,222.52692,7.065014,7.065014,0
10,6.5027027,6.5027027,0,1,0.00034375003,264.23395,7.030033,7.030033,0
11,6.161705,6.161705,0,1,0.000375,272.24118,6.88023,6.88023,0
12,5.980379,5.980379,0,1,0.00040625,261.45773,6.7254853,6.7254853,0
13,5.656915,5.656915,0,1,0.0004375,261.1679,6.357513,6.357513,0
14,5.338441,5.338441,0,1,0.00046875002,240.83098,6.2110004,6.2110004,0
15,5.193771,5.193771,0,1,0.0005,270.93677,6.0653,6.0653,0
16,4.9659443,4.9659443,0,1,0.0005,258.2895,5.7610373,5.7610373,0
17,4.7397585,4.7397585,0,1,0.0004998427,248.58492,5.4981194,5.4981194,0
18,4.698664,4.698664,0,1,0.00049937086,265.60168,5.5831847,5.5831847,0
19,4.39233,4.39233,0,1,0.0004985853,233.54906,5.4642863,5.4642863,0
20,4.2380147,4.2380147,0,1,0.00049748697,234.81902,4.97376,4.97376,0
21,4.012943,4.012943,0,1,0.00049607747,234.13399,5.6997337,5.6997337,0
22,3.848723,3.848723,0,1,0.0004943588,236.61964,5.340225,5.340225,0
23,3.72504,3.72504,0,1,0.0004923333,232.31294,5.0177655,5.0177655,0
24,3.6025012,3.6025012,0,1,0.0004900039,231.89488,5.1884217,5.1884217,0
25,3.4962819,3.4962819,0,1,0.0004873738,232.29141,5.2440715,5.2440715,0
26,3.3604922,3.3604922,0,1,0.00048444662,229.0315,5.487623,5.487623,0
27,3.242458,3.242458,0,1,0.00048122654,215.16174,5.136555,5.136555,0
28,3.1641128,3.1641128,0,1,0.00047771801,226.44336,4.9687033,4.9687033,0
29,3.0772057,3.0772057,0,1,0.000473926,238.49399,4.733814,4.733814,0
30,3.0351071,3.0351071,0,1,0.00046985576,228.79552,4.3363647,4.3363647,0
31,3.0005488,3.0005488,0,1,0.00046551297,230.06175,4.7994637,4.7994637,0
32,2.9148338,2.9148338,0,1,0.00046090374,227.71684,4.8750763,4.8750763,0
33,2.8030343,2.8030343,0,1,0.00045603453,225.68587,4.883634,4.883634,0
34,2.7752337,2.7752337,0,1,0.0004509121,217.57455,4.7292504,4.7292504,0
35,2.7575169,2.7575169,0,1,0.00044554367,245.947,4.7410817,4.7410817,0
36,2.694222,2.694222,0,1,0.00043993667,225.65749,4.483563,4.483563,0
37,2.6373878,2.6373878,0,1,0.00043409906,219.5406,4.5684257,4.5684257,0
38,2.557858,2.557858,0,1,0.00042803888,225.24304,4.957463,4.957463,0
39,2.5035715,2.5035715,0,1,0.0004217647,223.07603,3.968889,3.968889,0
40,2.4750128,2.4750128,0,1,0.00041528523,238.74504,4.6717625,4.6717625,0
41,2.4374876,2.4374876,0,1,0.00040860954,211.09879,4.4687896,4.4687896,0
42,2.4013464,2.4013464,0,1,0.00040174703,222.29637,4.8839755,4.8839755,0
43,2.357097,2.357097,0,1,0.00039470723,225.09564,5.0396347,5.0396347,0
44,2.3563104,2.3563104,0,1,0.0003875,224.19304,4.8251343,4.8251343,0
45,2.2977955,2.2977955,0,1,0.00038013546,230.424,4.1328244,4.1328244,0
46,2.2872374,2.2872374,0,1,0.00037262388,224.21783,5.013516,5.013516,0
47,2.2459283,2.2459283,0,1,0.0003649757,225.76335,4.8479185,4.8479185,0
48,2.2782645,2.2782645,0,1,0.00035720173,219.22586,4.8801737,4.8801737,0
49,2.2163746,2.2163746,0,1,0.00034931282,230.41081,4.74859,4.74859,0
50,2.2246525,2.2246525,0,1,0.00034131992,227.11241,4.590046,4.590046,0
51,2.1778302,2.1778302,0,1,0.0003332343,221.86574,5.029041,5.029041,0
52,2.121984,2.121984,0,1,0.00032506723,215.85915,4.7859325,4.7859325,0
53,2.139779,2.139779,0,1,0.00031683012,224.21481,4.6081367,4.6081367,0
54,2.0909052,2.0909052,0,1,0.0003085345,220.47807,4.886586,4.886586,0
55,2.0998738,2.0998738,0,1,0.000300192,211.03879,3.4550009,3.4550009,0
56,2.0924878,2.0924878,0,1,0.00029181427,211.01653,4.1929317,4.1929317,0
57,2.0472512,2.0472512,0,1,0.00028341304,213.82143,4.442007,4.442007,0
58,1.9919925,1.9919925,0,1,0.000275,220.25145,4.5106907,4.5106907,0
59,2.0387523,2.0387523,0,1,0.000266587,217.5621,4.293862,4.293862,0
60,2.071973,2.071973,0,1,0.00025818573,207.0117,3.7208126,3.7208126,0
61,1.9457943,1.9457943,0,1,0.00024980798,213.25266,3.432017,3.432017,0
62,1.9878833,1.9878833,0,1,0.0002414655,202.8732,3.7477362,3.7477362,0
63,1.951906,1.951906,0,1,0.00023316989,203.7701,3.891268,3.891268,0
64,1.9240665,1.9240665,0,1,0.0002249328,220.46077,3.8583405,3.8583405,0
65,1.9224305,1.9224305,0,1,0.0002167657,210.22212,4.205387,4.205387,0
66,1.9639266,1.9639266,0,1,0.00020868008,211.85794,4.9008827,4.9008827,0
67,1.9108094,1.9108094,0,1,0.00020068718,198.65822,4.3326154,4.3326154,0
68,1.9154564,1.9154564,0,1,0.00019279827,187.10748,4.3062367,4.3062367,0
69,1.8945776,1.8945776,0,1,0.0001850243,207.25963,3.9555473,3.9555473,0
70,1.8869449,1.8869449,0,1,0.00017737615,204.6753,3.4957914,3.4957914,0
71,1.8470161,1.8470161,0,1,0.00016986458,193.11021,3.914461,3.914461,0
72,1.898694,1.898694,0,1,0.00016249999,188.26529,4.5372915,4.5372915,0
73,1.8491344,1.8491344,0,1,0.00015529277,199.32559,3.8861058,3.8861058,0
74,1.8649925,1.8649925,0,1,0.00014825299,194.40198,4.3557305,4.3557305,0
75,1.8776202,1.8776202,0,1,0.00014139045,173.52278,4.341307,4.341307,0
76,1.8021017,1.8021017,0,1,0.00013471479,194.48492,4.877853,4.877853,0
77,1.8389599,1.8389599,0,1,0.00012823532,181.84932,5.0863953,5.0863953,0
78,1.8097161,1.8097161,0,1,0.000121961115,189.26286,3.8466005,3.8466005,0
79,1.8251803,1.8251803,0,1,0.00011590094,187.76823,4.2713885,4.2713885,0
80,1.8242838,1.8242838,0,1,0.000110063316,188.3085,4.3437896,4.3437896,0
81,1.7863722,1.7863722,0,1,0.00010445637,191.66714,3.2439158,3.2439158,0
82,1.8302737,1.8302737,0,1,0.00009908792,161.7432,3.6884806,3.6884806,0
83,1.8087076,1.8087076,0,1,0.000093965515,171.91542,3.9027338,3.9027338,0
84,1.7918428,1.7918428,0,1,0.00008909624,174.6135,4.1221595,4.1221595,0
85,1.7833719,1.7833719,0,1,0.000084487045,179.24268,3.3421583,3.3421583,0
86,1.7602657,1.7602657,0,1,0.000080144266,156.20416,3.072379,3.072379,0
