epoch,loss,sce,lr,grad_norm
0,15.5807705,15.5807705,0.0000625,14.918891
1,15.426326,15.426326,0.000125,14.315274
2,15.238001,15.238001,0.0001875,13.978308
3,15.046004,15.046004,0.00025,14.103853
4,14.832458,14.832458,0.00031250002,15.108591
5,14.56553,14.56553,0.000375,19.140118
6,14.233391,14.233391,0.0004375,34.240715
7,13.719927,13.719927,0.0005,65.368774
8,13.7345495,13.7345495,0.00056250003,65.20783
9,14.295296,14.295296,0.00062500004,40.99927
10,14.08836,14.08836,0.00068750005,34.493614
11,13.272366,13.272366,0.00075,48.44801
12,12.492196,12.492196,0.0008125,63.989315
13,11.921881,11.921881,0.000875,73.63479
14,11.611312,11.611312,0.00093750004,80.81079
15,11.241571,11.241571,0.001,84.56602
16,10.69569,10.69569,0.001,86.28657
17,10.007805,10.007805,0.0009996854,86.24206
18,9.352589,9.352589,0.0009987417,81.691734
19,8.778325,8.778325,0.0009971706,78.33454
20,8.13318,8.13318,0.0009949739,79.77415
21,7.329093,7.329093,0.0009921549,75.982895
22,6.508307,6.508307,0.0009887177,76.402885
23,5.744956,5.744956,0.0009846666,75.76583
24,5.0930386,5.0930386,0.0009800078,76.483025
25,4.452927,4.452927,0.0009747476,75.03912
26,3.8821893,3.8821893,0.00096889323,75.169
27,3.500555,3.500555,0.0009624531,76.061226
28,3.1928627,3.1928627,0.00095543603,73.42414
29,2.9638288,2.9638288,0.000947852,73.74061
30,2.78058,2.78058,0.0009397115,69.58206
31,2.5644827,2.5644827,0.00093102595,80.69161
32,2.4906046,2.4906046,0.0009218075,73.78858
33,2.3171673,2.3171673,0.00091206905,80.21588
34,2.078948,2.078948,0.0009018242,73.19446
35,1.872637,1.872637,0.00089108734,75.94362
36,1.6806331,1.6806331,0.00087987335,78.18526
37,1.425092,1.425092,0.0008681981,84.80695
38,1.3086803,1.3086803,0.00085607776,104.20765
39,1.2047707,1.2047707,0.0008435294,87.37036
40,1.1623131,1.1623131,0.00083057047,75.27796
41,1.0064306,1.0064306,0.0008172191,66.01667
42,0.8916636,0.8916636,0.00080349407,72.135765
43,0.8963384,0.8963384,0.00078941445,60.469357
44,0.8763513,0.8763513,0.000775,56.358982
45,0.7493461,0.7493461,0.0007602709,54.621536
46,0.69310844,0.69310844,0.00074524776,62.68095
47,0.71150047,0.71150047,0.0007299514,53.003754
48,0.63843083,0.63843083,0.00071440346,55.94663
49,0.5935566,0.5935566,0.00069862563,54.01116
50,0.56392944,0.56392944,0.00068263983,49.590324
51,0.4816006,0.4816006,0.0006664686,45.519684
52,0.48308617,0.48308617,0.00065013446,34.519493
53,0.4067184,0.4067184,0.00063366024,46.70786
54,0.45560867,0.45560867,0.000617069,51.41731
55,0.36237565,0.36237565,0.000600384,42.81984
56,0.3383943,0.3383943,0.00058362854,52.506775
57,0.3667815,0.3667815,0.0005668261,53.009228
58,0.33302823,0.33302823,0.00055,66.43863
59,0.31190977,0.31190977,0.000533174,60.732807
60,0.18822739,0.18822739,0.00051637145,52.01624
61,0.19899628,0.19899628,0.00049961597,68.17276
62,0.28451973,0.28451973,0.000482931,46.389217
63,0.14076605,0.14076605,0.00046633978,36.804764
64,0.13960452,0.13960452,0.0004498656,50.482357
65,0.16068995,0.16068995,0.0004335314,38.62628
66,0.12927279,0.12927279,0.00041736016,52.394997
67,0.097011596,0.097011596,0.00040137436,46.471252
68,0.16123132,0.16123132,0.00038559653,33.59572
69,0.13886924,0.13886924,0.0003700486,64.605835
70,0.14652175,0.14652175,0.0003547523,40.965336
71,0.115908444,0.115908444,0.00033972916,34.643673
72,0.17181921,0.17181921,0.00032499997,31.61808
73,0.16696854,0.16696854,0.00015529277,42.43938
74,0.17445695,0.17445695,0.00014825299,34.863594
75,0.10354928,0.10354928,0.00014139045,42.279255
76,0.08716515,0.08716515,0.00013471479,75.11351
77,0.076243564,0.076243564,0.00012823532,43.524117
78,0.10535023,0.10535023,0.000121961115,35.896797
79,0.11436121,0.11436121,0.00011590094,36.756695
80,0.11205032,0.11205032,0.000110063316,35.724266
81,0.11427994,0.11427994,0.00010445637,59.228607
82,0.06779215,0.06779215,0.00009908792,41.098206
83,0.087992944,0.087992944,0.000093965515,41.28764
84,0.21154736,0.21154736,0.00008909624,45.009247
85,0.12928267,0.12928267,0.000084487045,41.7867
86,0.058509044,0.058509044,0.000080144266,26.08582
87,0.05714592,0.05714592,0.00007607404,29.806566
88,0.08825896,0.08825896,0.00007228201,74.46984
89,0.055179838,0.055179838,0.000068773494,22.42615
90,0.13550307,0.13550307,0.000065553395,32.55916
91,0.08431441,0.08431441,0.00006262623,37.656326
92,0.09100649,0.09100649,0.000059996113,39.144306
93,0.07715507,0.07715507,0.000057666693,9.535672
94,0.0744355,0.0744355,0.000055641223,38.378674
95,0.050906494,0.050906494,0.000026961272,34.637646
96,0.1328696,0.1328696,0.00002625653,27.02366
97,0.11731223,0.11731223,0.00002570738,26.325035
98,0.08802965,0.08802965,0.000025314577,50.223095
99,0.045362912,0.045362912,0.00002507867,22.52704
