epoch,loss,sce,mse,lambda_ce,lr,grad_norm
0,7.837315,7.837315,0,1,0.00003125,7.5526237
1,7.8023763,7.8023763,0,1,0.0000625,7.4088526
2,7.7645764,7.7645764,0,1,0.00009375,7.2941303
3,7.7158246,7.7158246,0,1,0.000125,7.254833
4,7.656858,7.656858,0,1,0.00015625001,7.2998447
5,7.5910563,7.5910563,0,1,0.0001875,7.503332
6,7.492756,7.492756,0,1,0.00021875,8.162635
7,7.358497,7.358497,0,1,0.00025,10.288093
8,7.1334095,7.1334095,0,1,0.00028125002,22.033627
9,6.8464684,6.8464684,0,1,0.00031250002,48.263943
10,7.1021924,7.1021924,0,1,0.00034375003,29.095482
11,7.076092,7.076092,0,1,0.000375,29.466028
12,6.578247,6.578247,0,1,0.00040625,55.58892
13,6.3891377,6.3891377,0,1,0.0004375,63.707386
14,6.227192,6.227192,0,1,0.00046875002,69.39064
15,5.9382734,5.9382734,0,1,0.0005,70.56455
16,5.6256337,5.6256337,0,1,0.0005,64.553856
17,5.3535786,5.3535786,0,1,0.0004998427,66.70033
18,5.139458,5.139458,0,1,0.00049937086,65.14537
19,4.9017453,4.9017453,0,1,0.0004985853,67.24704
20,4.6629796,4.6629796,0,1,0.00049748697,69.55199
21,4.347292,4.347292,0,1,0.00049607747,76.095604
22,4.0243955,4.0243955,0,1,0.0004943588,72.04932
23,3.7126055,3.7126055,0,1,0.0004923333,72.88069
24,3.3543847,3.3543847,0,1,0.0004900039,78.0788
25,2.9861188,2.9861188,0,1,0.0004873738,88.11087
26,2.6519248,2.6519248,0,1,0.00048444662,82.62936
27,2.3478415,2.3478415,0,1,0.00048122654,77.90797
28,2.11898,2.11898,0,1,0.00047771801,77.68954
29,1.9390465,1.9390465,0,1,0.000473926,69.620636
30,1.8057083,1.8057083,0,1,0.00046985576,64.295334
31,1.7371265,1.7371265,0,1,0.00046551297,57.928036
32,1.6486363,1.6486363,0,1,0.00046090374,57.57965
33,1.5996635,1.5996635,0,1,0.00045603453,52.98515
34,1.581445,1.581445,0,1,0.0004509121,60.773003
35,1.5176141,1.5176141,0,1,0.00044554367,65.46036
36,1.4948884,1.4948884,0,1,0.00043993667,81.48119
37,1.4914713,1.4914713,0,1,0.00043409906,82.77315
38,1.4329761,1.4329761,0,1,0.00042803888,83.03644
39,1.4324743,1.4324743,0,1,0.0004217647,94.03958
40,1.3808974,1.3808974,0,1,0.00041528523,90.91168
41,1.3739086,1.3739086,0,1,0.00040860954,96.04997
42,1.3216529,1.3216529,0,1,0.00040174703,93.96614
43,1.3083212,1.3083212,0,1,0.00039470723,101.70424
44,1.3034416,1.3034416,0,1,0.0003875,101.246346
45,1.2277699,1.2277699,0,1,0.00038013546,103.10662
46,1.2818389,1.2818389,0,1,0.00037262388,103.654434
47,1.1832452,1.1832452,0,1,0.0003649757,117.21268
48,1.1362038,1.1362038,0,1,0.00035720173,100.65062
49,1.1227413,1.1227413,0,1,0.00034931282,92.52107
50,1.0737996,1.0737996,0,1,0.00034131992,93.025055
51,1.0277232,1.0277232,0,1,0.0003332343,102.31616
52,1.0006459,1.0006459,0,1,0.00032506723,112.13932
53,0.96778315,0.96778315,0,1,0.00031683012,105.38496
54,0.9296995,0.9296995,0,1,0.0003085345,112.01667
55,0.8970356,0.8970356,0,1,0.000300192,110.76573
56,0.8775998,0.8775998,0,1,0.00029181427,112.35276
57,0.82071716,0.82071716,0,1,0.00028341304,117.40034
58,0.7923027,0.7923027,0,1,0.000275,119.97652
59,0.7596276,0.7596276,0,1,0.000266587,119.38875
60,0.77494025,0.77494025,0,1,0.00025818573,111.365685
61,0.67699885,0.67699885,0,1,0.00024980798,100.31655
62,0.67242,0.67242,0,1,0.0002414655,86.52217
63,0.62312937,0.62312937,0,1,0.00023316989,95.84669
64,0.64984286,0.64984286,0,1,0.0002249328,105.66111
65,0.5836543,0.5836543,0,1,0.0002167657,94.978836
66,0.6057585,0.6057585,0,1,0.00020868008,98.750885
67,0.5250681,0.5250681,0,1,0.00020068718,105.58694
68,0.4761406,0.4761406,0,1,0.00019279827,103.18359
69,0.45623657,0.45623657,0,1,0.0001850243,98.3216
70,0.39001837,0.39001837,0,1,0.00017737615,106.56559
71,0.37128294,0.37128294,0,1,0.00016986458,96.66236
