epoch,loss,sce,mse,lambda_ce,lr,grad_norm,val_loss,val_sce,val_mse
0,7.805232,7.805232,0,1,0.00003125,7.2557273,7.647932,7.647932,0
1,7.7871995,7.7871995,0,1,0.0000625,7.089687,7.7053676,7.7053676,0
2,7.766427,7.766427,0,1,0.00009375,6.939474,7.686823,7.686823,0
3,7.742746,7.742746,0,1,0.000125,6.814572,7.6773987,7.6773987,0
4,7.715541,7.715541,0,1,0.00015625001,6.729733,7.606848,7.606848,0
5,7.6849337,7.6849337,0,1,0.0001875,6.7030373,7.552147,7.552147,0
6,7.6499443,7.6499443,0,1,0.00021875,6.7584443,7.6747327,7.6747327,0
7,7.6086926,7.6086926,0,1,0.00025,6.9290423,7.5171356,7.5171356,0
8,7.557881,7.557881,0,1,0.00028125002,7.262342,7.5246377,7.5246377,0
9,7.4922447,7.4922447,0,1,0.00031250002,7.843882,7.4929047,7.4929047,0
10,7.404081,7.404081,0,1,0.00034375003,8.851309,7.478063,7.478063,0
11,7.2778583,7.2778583,0,1,0.000375,10.837801,7.327867,7.327867,0
12,7.081927,7.081927,0,1,0.00040625,16.769386,7.1361575,7.1361575,0
13,6.7385015,6.7385015,0,1,0.0004375,40.102154,6.462937,6.462937,0
14,6.109866,6.109866,0,1,0.00046875002,101.30949,5.596273,5.596273,0
15,5.676969,5.676969,0,1,0.0005,105.83972,5.693911,5.693911,0
16,5.3598847,5.3598847,0,1,0.0005,91.673355,5.516899,5.516899,0
17,4.9374523,4.9374523,0,1,0.0004998427,83.41642,4.655967,4.655967,0
18,4.4930186,4.4930186,0,1,0.00049937086,92.20006,4.3061914,4.3061914,0
19,4.024245,4.024245,0,1,0.0004985853,97.77969,6.065929,6.065929,0
20,3.5266507,3.5266507,0,1,0.00049748697,97.73912,3.6153939,3.6153939,0
21,3.0943644,3.0943644,0,1,0.00049607747,92.78658,2.9315884,2.9315884,0
22,2.7525458,2.7525458,0,1,0.0004943588,88.03115,2.068121,2.068121,0
23,2.4785693,2.4785693,0,1,0.0004923333,83.60557,4.439596,4.439596,0
24,2.2525961,2.2525961,0,1,0.0004900039,89.453514,2.6354349,2.6354349,0
25,2.0594244,2.0594244,0,1,0.0004873738,92.7589,4.756228,4.756228,0
26,1.9188896,1.9188896,0,1,0.00048444662,84.66805,4.239954,4.239954,0
27,1.8345982,1.8345982,0,1,0.00048122654,76.73573,3.541294,3.541294,0
28,1.7815231,1.7815231,0,1,0.00047771801,76.98231,4.7143116,4.7143116,0
29,1.744144,1.744144,0,1,0.000473926,84.68311,2.3393695,2.3393695,0
30,1.7180575,1.7180575,0,1,0.00046985576,86.87506,3.5116692,3.5116692,0
31,1.6930974,1.6930974,0,1,0.00046551297,84.85995,4.2326427,4.2326427,0
32,1.6674956,1.6674956,0,1,0.00046090374,78.62805,5.2190843,5.2190843,0
33,1.650109,1.650109,0,1,0.00045603453,77.66309,2.328264,2.328264,0
34,1.6051062,1.6051062,0,1,0.0004509121,79.205894,4.04742,4.04742,0
35,1.5734184,1.5734184,0,1,0.00044554367,82.05672,3.7030487,3.7030487,0
36,1.5442462,1.5442462,0,1,0.00043993667,74.58786,4.1032248,4.1032248,0
37,1.5169721,1.5169721,0,1,0.00043409906,74.52162,4.308639,4.308639,0
38,1.512025,1.512025,0,1,0.00042803888,79.49775,4.036754,4.036754,0
39,1.4628854,1.4628854,0,1,0.0004217647,86.754944,4.2112794,4.2112794,0
