epoch,loss,sce,mse,lambda_ce,lr,grad_norm
0,9.38262,9.38262,0,1,0.00003125,187.2268
1,9.120601,9.120601,0,1,0.0000625,166.8587
2,8.897882,8.897882,0,1,0.00009375,198.57556
3,9.09541,9.09541,0,1,0.000125,202.7156
4,8.611565,8.611565,0,1,0.00015625001,191.76338
5,8.260106,8.260106,0,1,0.0001875,174.439
6,7.8526297,7.8526297,0,1,0.00021875,216.88368
7,7.38523,7.38523,0,1,0.00025,226.60039
8,7.2891235,7.2891235,0,1,0.00028125002,230.03859
9,7.1441584,7.1441584,0,1,0.00031250002,222.99138
10,6.9789324,6.9789324,0,1,0.00034375003,214.92374
11,6.8857594,6.8857594,0,1,0.000375,214.4236
12,6.687731,6.687731,0,1,0.00040625,229.07138
13,6.6428604,6.6428604,0,1,0.0004375,221.08035
14,6.401373,6.401373,0,1,0.00046875002,228.34491
15,6.272613,6.272613,0,1,0.0005,237.96855
16,6.1193204,6.1193204,0,1,0.0005,236.48772
17,5.958935,5.958935,0,1,0.0004998427,239.516
18,5.7835855,5.7835855,0,1,0.00049937086,253.71542
19,5.644439,5.644439,0,1,0.0004985853,247.9869
20,5.48398,5.48398,0,1,0.00049748697,245.17296
21,5.3482084,5.3482084,0,1,0.00049607747,257.08
22,5.173535,5.173535,0,1,0.0004943588,270.5898
23,5.0273747,5.0273747,0,1,0.0004923333,266.50903
24,4.9033318,4.9033318,0,1,0.0004900039,248.14963
25,4.669634,4.669634,0,1,0.0004873738,270.0484
26,4.4433584,4.4433584,0,1,0.00048444662,267.36298
27,4.3242097,4.3242097,0,1,0.00048122654,260.84695
28,4.234563,4.234563,0,1,0.00047771801,260.8689
29,4.098047,4.098047,0,1,0.000473926,316.28992
30,3.9888759,3.9888759,0,1,0.00046985576,262.8251
31,3.8965647,3.8965647,0,1,0.00046551297,272.40894
32,3.7982175,3.7982175,0,1,0.00046090374,348.36316
33,3.734501,3.734501,0,1,0.00045603453,312.88165
34,3.6155171,3.6155171,0,1,0.0004509121,296.30096
35,3.5476782,3.5476782,0,1,0.00044554367,279.14288
36,3.5184085,3.5184085,0,1,0.00043993667,276.41742
37,3.4262156,3.4262156,0,1,0.00043409906,270.70547
38,3.3825498,3.3825498,0,1,0.00042803888,267.85797
39,3.3299074,3.3299074,0,1,0.0004217647,281.05722
40,3.2822614,3.2822614,0,1,0.00041528523,309.77817
41,3.1948392,3.1948392,0,1,0.00040860954,299.27548
42,3.1272705,3.1272705,0,1,0.00040174703,307.69373
43,3.082205,3.082205,0,1,0.00039470723,275.2975
44,3.0600765,3.0600765,0,1,0.0003875,290.25244
45,3.046539,3.046539,0,1,0.00038013546,298.3821
46,2.9725049,2.9725049,0,1,0.00037262388,287.67572
47,2.9374554,2.9374554,0,1,0.0003649757,274.05667
48,2.8827026,2.8827026,0,1,0.00035720173,314.29404
49,2.8545704,2.8545704,0,1,0.00034931282,284.3562
50,2.847658,2.847658,0,1,0.00034131992,272.2778
51,2.7433996,2.7433996,0,1,0.0003332343,278.54163
52,2.7661257,2.7661257,0,1,0.00032506723,272.84894
53,2.7558277,2.7558277,0,1,0.00031683012,265.98038
54,2.651342,2.651342,0,1,0.0003085345,283.43167
55,2.6901455,2.6901455,0,1,0.000300192,274.38895
56,2.64212,2.64212,0,1,0.00029181427,268.06393
57,2.6332479,2.6332479,0,1,0.00028341304,291.30502
58,2.6323528,2.6323528,0,1,0.000275,305.28833
59,2.566132,2.566132,0,1,0.000266587,333.00427
60,2.5924046,2.5924046,0,1,0.00025818573,294.85794
61,2.5447323,2.5447323,0,1,0.00024980798,291.94284
62,2.587146,2.587146,0,1,0.0002414655,292.04947
63,2.5092106,2.5092106,0,1,0.00023316989,281.73404
64,2.51032,2.51032,0,1,0.0002249328,268.9589
65,2.4885437,2.4885437,0,1,0.0002167657,270.64972
66,2.5363216,2.5363216,0,1,0.00020868008,281.43396
67,2.4758477,2.4758477,0,1,0.00020068718,270.1192
68,2.4307384,2.4307384,0,1,0.00019279827,265.0733
69,2.4178214,2.4178214,0,1,0.0001850243,314.0795
70,2.444267,2.444267,0,1,0.00017737615,273.92685
71,2.4099326,2.4099326,0,1,0.00016986458,369.04562
72,2.4030223,2.4030223,0,1,0.00016249999,278.38507
73,2.3504581,2.3504581,0,1,0.00015529277,280.8954
74,2.417923,2.417923,0,1,0.00014825299,275.35205
75,2.423983,2.423983,0,1,0.00014139045,287.91174
76,2.329647,2.329647,0,1,0.00013471479,273.48557
77,2.3536015,2.3536015,0,1,0.00012823532,326.70688
78,2.332967,2.332967,0,1,0.000121961115,286.23816
79,2.326029,2.326029,0,1,0.00011590094,271.9038
80,2.3691578,2.3691578,0,1,0.000110063316,270.13663
81,2.3158627,2.3158627,0,1,0.00010445637,345.16766
82,2.37917,2.37917,0,1,0.00009908792,272.00418
83,2.3133762,2.3133762,0,1,0.000093965515,292.68805
84,2.2996447,2.2996447,0,1,0.00008909624,285.01672
85,2.3356736,2.3356736,0,1,0.000084487045,276.006
86,2.369264,2.369264,0,1,0.000080144266,245.57703
87,2.2872145,2.2872145,0,1,0.00007607404,260.70352
88,2.2707214,2.2707214,0,1,0.00007228201,267.86084
89,2.3480754,2.3480754,0,1,0.000068773494,353.39227
90,2.3339014,2.3339014,0,1,0.000065553395,274.97714
91,2.298249,2.298249,0,1,0.00006262623,326.88702
92,2.2592554,2.2592554,0,1,0.000059996113,238.57368
93,2.3182132,2.3182132,0,1,0.000057666693,261.98077
94,2.3272443,2.3272443,0,1,0.000055641223,246.12288
95,2.3324401,2.3324401,0,1,0.000053922544,271.5533
96,2.3121533,2.3121533,0,1,0.00005251306,265.0709
97,2.3416536,2.3416536,0,1,0.00005141476,266.89407
98,2.3528745,2.3528745,0,1,0.000025314577,308.58832
99,2.3215458,2.3215458,0,1,0.00002507867,280.28293
