epoch,loss,sce,mse,lambda_ce,lr,grad_norm,val_loss,val_sce,val_mse
0,11.195874,11.195874,0,1,0.00003125,197.79108,9.643744,9.643744,0
1,10.245138,10.245138,0,1,0.0000625,289.3541,9.255956,9.255956,0
2,9.555427,9.555427,0,1,0.00009375,324.09204,8.90998,8.90998,0
3,9.081553,9.081553,0,1,0.000125,276.41617,8.447551,8.447551,0
4,8.662665,8.662665,0,1,0.00015625001,246.5959,8.098288,8.098288,0
5,8.203136,8.203136,0,1,0.0001875,266.5877,8.098683,8.098683,0
6,7.722226,7.722226,0,1,0.00021875,253.48834,7.6519704,7.6519704,0
7,7.1022387,7.1022387,0,1,0.00025,262.56104,7.2698627,7.2698627,0
8,6.773535,6.773535,0,1,0.00028125002,248.69135,7.056845,7.056845,0
9,6.5215564,6.5215564,0,1,0.00031250002,254.89981,6.9370484,6.9370484,0
10,6.4539914,6.4539914,0,1,0.00034375003,313.18405,6.5591826,6.5591826,0
11,6.0617824,6.0617824,0,1,0.000375,271.3391,6.4657054,6.4657054,0
12,5.7709885,5.7709885,0,1,0.00040625,275.18024,6.0032716,6.0032716,0
13,5.5863147,5.5863147,0,1,0.0004375,299.83676,5.801042,5.801042,0
14,5.3746514,5.3746514,0,1,0.00046875002,308.8053,5.806431,5.806431,0
15,5.0404277,5.0404277,0,1,0.0005,246.2887,5.5342736,5.5342736,0
16,4.763351,4.763351,0,1,0.0005,255.4702,5.716595,5.716595,0
17,4.540942,4.540942,0,1,0.0004998427,241.8299,6.0465946,6.0465946,0
18,4.3578258,4.3578258,0,1,0.00049937086,269.92303,4.83024,4.83024,0
19,4.2411237,4.2411237,0,1,0.0004985853,292.10992,5.3490696,5.3490696,0
20,3.985671,3.985671,0,1,0.00049748697,250.43283,5.9700356,5.9700356,0
21,3.833057,3.833057,0,1,0.00049607747,248.71844,5.2458534,5.2458534,0
22,3.683119,3.683119,0,1,0.0004943588,264.42282,5.091261,5.091261,0
23,3.5198183,3.5198183,0,1,0.0004923333,252.90314,5.0012136,5.0012136,0
24,3.4068909,3.4068909,0,1,0.0004900039,245.94649,4.688804,4.688804,0
25,3.2876554,3.2876554,0,1,0.0004873738,256.32266,5.2523823,5.2523823,0
26,3.1515977,3.1515977,0,1,0.00048444662,229.52791,5.3568377,5.3568377,0
27,3.1513064,3.1513064,0,1,0.00048122654,263.6899,4.8507476,4.8507476,0
28,3.0301487,3.0301487,0,1,0.00047771801,247.46356,5.6535687,5.6535687,0
29,2.9478486,2.9478486,0,1,0.000473926,222.99113,5.7995243,5.7995243,0
30,2.8496454,2.8496454,0,1,0.00046985576,230.80476,4.376302,4.376302,0
31,2.8109355,2.8109355,0,1,0.00046551297,234.92805,4.7485104,4.7485104,0
32,2.6927745,2.6927745,0,1,0.00046090374,230.52983,4.743024,4.743024,0
33,2.636634,2.636634,0,1,0.00045603453,240.78891,4.3450294,4.3450294,0
34,2.5940077,2.5940077,0,1,0.0004509121,256.65268,4.109881,4.109881,0
35,2.5075464,2.5075464,0,1,0.00044554367,240.12694,5.2442446,5.2442446,0
36,2.4719815,2.4719815,0,1,0.00043993667,246.22998,3.3157465,3.3157465,0
37,2.4550822,2.4550822,0,1,0.00043409906,277.26175,4.536743,4.536743,0
38,2.4131663,2.4131663,0,1,0.00042803888,236.53798,3.8200436,3.8200436,0
39,2.2997162,2.2997162,0,1,0.0004217647,241.10864,3.9230185,3.9230185,0
40,2.2796469,2.2796469,0,1,0.00041528523,228.74564,3.416673,3.416673,0
41,2.2535875,2.2535875,0,1,0.00040860954,232.0143,3.7842827,3.7842827,0
42,2.2472997,2.2472997,0,1,0.00040174703,235.99115,4.428552,4.428552,0
43,2.22961,2.22961,0,1,0.00039470723,255.14386,4.8244624,4.8244624,0
44,2.1713836,2.1713836,0,1,0.0003875,230.61208,4.203665,4.203665,0
45,2.1582355,2.1582355,0,1,0.00038013546,245.74934,4.4183626,4.4183626,0
46,2.1352077,2.1352077,0,1,0.00037262388,252.35641,3.5189588,3.5189588,0
47,2.063261,2.063261,0,1,0.0003649757,198.67682,4.3521724,4.3521724,0
48,2.0778863,2.0778863,0,1,0.00035720173,220.02428,3.5273085,3.5273085,0
49,2.050108,2.050108,0,1,0.00034931282,248.66194,4.3440337,4.3440337,0
50,2.0389555,2.0389555,0,1,0.00034131992,228.14229,5.035872,5.035872,0
51,2.0298584,2.0298584,0,1,0.0003332343,239.29478,5.1891646,5.1891646,0
52,1.9516997,1.9516997,0,1,0.00032506723,213.66367,4.1817546,4.1817546,0
53,1.9457108,1.9457108,0,1,0.00031683012,236.47264,4.160572,4.160572,0
54,1.928878,1.928878,0,1,0.0003085345,220.31076,3.9001515,3.9001515,0
55,1.9086866,1.9086866,0,1,0.000300192,229.76044,4.2209945,4.2209945,0
56,1.9354962,1.9354962,0,1,0.00029181427,235.3941,4.152503,4.152503,0
57,1.86945,1.86945,0,1,0.00028341304,228.32735,3.2041008,3.2041008,0
58,1.8656312,1.8656312,0,1,0.000275,226.59756,3.4208186,3.4208186,0
59,1.9017937,1.9017937,0,1,0.000266587,227.13582,3.9134042,3.9134042,0
60,1.7812394,1.7812394,0,1,0.00025818573,210.60815,3.3792813,3.3792813,0
61,1.8080915,1.8080915,0,1,0.00024980798,214.20181,3.8528054,3.8528054,0
62,1.7835058,1.7835058,0,1,0.0002414655,200.44635,4.4089465,4.4089465,0
63,1.7879463,1.7879463,0,1,0.00023316989,217.73479,4.7542076,4.7542076,0
64,1.7596109,1.7596109,0,1,0.0002249328,220.52475,4.6995106,4.6995106,0
65,1.7798088,1.7798088,0,1,0.0002167657,210.94788,3.9671452,3.9671452,0
66,1.7453712,1.7453712,0,1,0.00020868008,206.18803,4.1709633,4.1709633,0
67,1.7264632,1.7264632,0,1,0.00020068718,217.54922,3.7363994,3.7363994,0
68,1.719353,1.719353,0,1,0.00019279827,229.15659,3.7096488,3.7096488,0
69,1.679313,1.679313,0,1,0.0001850243,217.92732,3.8782122,3.8782122,0
70,1.6781372,1.6781372,0,1,0.00017737615,227.12817,3.4331236,3.4331236,0
71,1.6967161,1.6967161,0,1,0.00016986458,228.78004,4.0347753,4.0347753,0
72,1.6657991,1.6657991,0,1,0.00016249999,197.73401,4.057503,4.057503,0
73,1.6975145,1.6975145,0,1,0.00015529277,203.9319,3.2204587,3.2204587,0
74,1.6969298,1.6969298,0,1,0.00014825299,200.47844,4.3396444,4.3396444,0
75,1.6937544,1.6937544,0,1,0.00014139045,191.88312,3.7890635,3.7890635,0
76,1.6911558,1.6911558,0,1,0.00013471479,195.46303,3.662988,3.662988,0
77,1.6331869,1.6331869,0,1,0.00012823532,200.55873,4.483421,4.483421,0
78,1.6706649,1.6706649,0,1,0.000121961115,198.3577,3.724233,3.724233,0
79,1.6160728,1.6160728,0,1,0.00011590094,180.26016,2.335335,2.335335,0
80,1.6138114,1.6138114,0,1,0.000110063316,169.15744,3.0473375,3.0473375,0
81,1.5922066,1.5922066,0,1,0.00010445637,166.77217,3.7698765,3.7698765,0
82,1.4881188,1.4881188,0,1,0.00009908792,173.88622,3.4069736,3.4069736,0
83,1.5787827,1.5787827,0,1,0.000093965515,174.22098,3.4231024,3.4231024,0
84,1.5862372,1.5862372,0,1,0.00008909624,183.28363,4.3086653,4.3086653,0
85,1.6199431,1.6199431,0,1,0.000084487045,182.33485,3.8182719,3.8182719,0
86,1.6006962,1.6006962,0,1,0.000080144266,179.71088,3.6417396,3.6417396,0
87,1.5752013,1.5752013,0,1,0.00007607404,167.36006,3.278427,3.278427,0
88,1.6076574,1.6076574,0,1,0.000036141006,186.77129,4.5460854,4.5460854,0
89,1.6114004,1.6114004,0,1,0.000034386747,184.38458,3.9956172,3.9956172,0
90,1.5919119,1.5919119,0,1,0.000032776697,184.80855,4.2618184,4.2618184,0
91,1.5708303,1.5708303,0,1,0.000031313117,150.59042,3.711829,3.711829,0
92,1.6189799,1.6189799,0,1,0.000029998057,196.44356,3.946099,3.946099,0
93,1.5823408,1.5823408,0,1,0.000014416673,176.92303,3.1600113,3.1600113,0
94,1.6101247,1.6101247,0,1,0.000013910306,181.2866,3.9600694,3.9600694,0
95,1.5731927,1.5731927,0,1,0.000013480636,176.84387,3.840595,3.840595,0
96,1.6672782,1.6672782,0,1,0.000013128265,170.59995,3.9496677,3.9496677,0
97,1.6008015,1.6008015,0,1,0.00001285369,135.89075,3.3949623,3.3949623,0
98,1.6236072,1.6236072,0,1,0.0000063286443,167.14357,3.7741756,3.7741756,0
99,1.6599357,1.6599357,0,1,0.0000062696677,191.49756,3.4431646,3.4431646,0
